rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,pe_dyn,peg,eyield,exp_ret,discount,pb,market_cap_yi_hkd,fail_reasons
486,-,33.88,hk,00837,谭木匠,6.11,611,港股,1,,,,,,,,8.03,8.03,,12.45,,0.0,1.41,15.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
487,-,33.88,hk,00836,华润电力,16.92,1692,港股,1,,,,,,,,6.03,6.03,,16.58,,0.0,0.79,876.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
488,-,33.88,hk,00833,华讯,0.93,93,港股,1,,,,,,,,9.33,9.33,,10.72,,0.0,0.63,4.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
489,-,33.88,hk,00831,利亚零售,0.34,34,港股,1,,,,,,,,7.87,7.87,,12.71,,0.0,0.41,2.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
490,-,33.88,hk,00830,中国建筑兴业,0.66,66,港股,1,,,,,,,,6.27,6.27,,15.95,,0.0,0.52,14.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
491,-,33.88,hk,00819,天能动力,4.72,472,港股,1,,,,,,,,3.34,3.34,,29.94,,0.0,0.28,53.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
492,-,33.88,hk,00816,金茂服务,2.19,219,港股,1,,,,,,,,5.76,5.76,,17.36,,0.0,1.15,19.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
493,-,33.88,hk,00815,中国白银集团,0.27,26,港股,1,,,,,,,,1.61,1.61,,62.11,,0.0,0.54,10.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
494,-,33.88,hk,00813,世茂集团,0.07,7,港股,1,,,,,,,,0.04,0.04,,2500.00,,0.0,-3.40,7.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
495,-,33.88,hk,00811,新华文轩,8.50,850,港股,1,,,,,,,,6.01,6.01,,16.64,,0.0,0.60,104.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
496,-,33.88,hk,00807,上海实业环境,0.98,98,港股,1,,,,,,,,3.73,3.73,,26.81,,0.0,0.21,25.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
497,-,33.88,hk,00806,惠理集团,2.05,204,港股,1,,,,,,,,5.61,5.61,,17.83,,0.0,0.88,37.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
498,-,33.88,hk,00799,IGG,3.25,325,港股,1,,,,,,,,6.41,6.41,,15.60,,0.0,1.08,37.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
499,-,33.88,hk,00771,自动系统,0.76,76,港股,1,,,,,,,,7.74,7.74,,12.92,,0.0,0.27,6.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
500,-,33.88,hk,00768,开明投资,0.04,3,港股,1,,,,,,,,4.98,4.98,,20.08,,0.0,0.46,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
501,-,33.88,hk,00762,中国联通,6.11,611,港股,1,,,,,,,,8.44,8.44,,11.85,,0.0,0.46,1869.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
502,-,33.88,hk,00752,PICO FAR EAST,2.17,217,港股,1,,,,,,,,6.42,6.42,,15.58,,0.0,1.05,27.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
503,-,33.88,hk,00746,理文化工,4.20,420,港股,1,,,,,,,,6.21,6.21,,16.10,,0.0,0.55,34.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
504,-,33.88,hk,00732,信利国际,0.91,91,港股,1,,,,,,,,9.78,9.78,,10.22,,0.0,0.29,26.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
505,-,33.88,hk,00725,恒都集团,1.00,100,港股,1,,,,,,,,6.38,6.38,,15.67,,0.0,0.44,2.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
506,-,33.88,hk,00723,信保环球控股,0.20,20,港股,1,,,,,,,,5.04,5.04,,19.84,,0.0,0.73,2.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
507,-,33.88,hk,00717,英皇资本,0.06,6,港股,1,,,,,,,,3.22,3.22,,31.06,,0.0,0.11,4.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
508,-,33.88,hk,00716,胜狮货柜,0.45,44,港股,1,,,,,,,,7.82,7.82,,12.79,,0.0,0.25,10.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
509,-,33.88,hk,00711,亚洲联合基建控股,0.41,40,港股,1,,,,,,,,5.69,5.69,,17.57,,0.0,0.32,7.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
510,-,33.88,hk,00710,京东方精电,4.32,432,港股,1,,,,,,,,9.90,9.90,,10.10,,0.0,0.71,34.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
511,-,33.88,hk,00698,通达集团,1.78,178,港股,1,,,,,,,,2.88,2.88,,34.72,,0.0,0.12,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
512,-,33.88,hk,00696,中国民航信息网络,8.08,808,港股,1,,,,,,,,9.12,9.12,,10.96,,0.0,0.89,236.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
513,-,33.88,hk,00690,联康生物科技集团,0.09,8,港股,1,,,,,,,,5.57,5.57,,17.95,,0.0,1.26,5.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
514,-,33.88,hk,00688,中国海外发展,12.06,1206,港股,1,,,,,,,,9.39,9.39,,10.65,,0.0,0.31,1320.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
515,-,33.88,hk,00667,中国东方教育,3.66,366,港股,1,,,,,,,,9.70,9.70,,10.31,,0.0,1.19,81.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
516,-,33.88,hk,00658,中国高速传动,1.27,127,港股,1,,,,,,,,8.88,8.88,,11.26,,0.0,0.22,20.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
517,-,33.88,hk,00640,星谦发展,2.41,241,港股,1,,,,,,,,6.54,6.54,,15.29,,0.0,1.08,7.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
518,-,33.88,hk,00636,KLN,5.49,549,港股,1,,,,,,,,7.03,7.03,,14.22,,0.0,0.56,99.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
519,-,33.88,hk,00630,隽泰控股,0.22,21,港股,1,,,,,,,,3.54,3.54,,28.25,,0.0,1.75,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
520,-,33.88,hk,00623,中视金桥,1.92,192,港股,1,,,,,,,,10.00,10.00,,10.00,,0.0,0.43,8.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
521,-,33.88,hk,00618,北大资源,0.42,42,港股,1,,,,,,,,1.26,1.26,,79.37,,0.0,1.45,11.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
522,-,33.88,hk,00611,中国核能科技,0.47,46,港股,1,,,,,,,,4.13,4.13,,24.21,,0.0,0.42,8.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
523,-,33.88,hk,00608,达利国际,1.15,114,港股,1,,,,,,,,5.04,5.04,,19.84,,0.0,0.11,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
524,-,33.88,hk,00606,中骏商管,0.24,24,港股,1,,,,,,,,7.30,7.30,,13.70,,0.0,0.15,4.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
525,-,33.88,hk,00603,中油燃气,0.12,12,港股,1,,,,,,,,8.66,8.66,,11.55,,0.0,0.17,7.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
526,-,33.88,hk,00598,中国外运,3.82,382,港股,1,,,,,,,,6.06,6.06,,16.50,,0.0,0.58,274.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
527,-,33.88,hk,00595,AV CONCEPT HOLD,1.10,110,港股,1,,,,,,,,4.26,4.26,,23.47,,0.0,0.51,9.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
528,-,33.88,hk,00590,六福集团,22.14,2214,港股,1,,,,,,,,6.35,6.35,,15.75,,0.0,0.87,130.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
529,-,33.88,hk,00586,海螺创业,10.88,1088,港股,1,,,,,,,,7.84,7.84,,12.76,,0.0,0.36,195.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
530,-,33.88,hk,00579,京能清洁能源,1.80,180,港股,1,,,,,,,,4.85,4.85,,20.62,,0.0,0.36,148.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
531,-,33.88,hk,00576,浙江沪杭甬,5.93,593,港股,1,,,,,,,,6.20,6.20,,16.13,,0.0,0.61,358.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
532,-,33.88,hk,00571,丰德丽控股,0.04,4,港股,1,,,,,,,,1.84,1.84,,54.35,,0.0,0.98,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
533,-,33.88,hk,00564,中创智领,12.01,1201,港股,1,,,,,,,,4.66,4.66,,21.46,,0.0,0.76,214.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
534,-,33.88,hk,00558,力劲科技,1.55,155,港股,1,,,,,,,,6.16,6.16,,16.23,,0.0,1.03,21.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
535,-,33.88,hk,00552,中国通信服务,3.92,392,港股,1,,,,,,,,6.79,6.79,,14.73,,0.0,0.51,271.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
536,-,33.88,hk,00551,裕元集团,12.25,1225,港股,1,,,,,,,,7.41,7.41,,13.50,,0.0,0.55,196.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
537,-,33.88,hk,00546,阜丰集团,4.73,473,港股,1,,,,,,,,4.35,4.35,,22.99,,0.0,0.55,118.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
538,-,33.88,hk,00529,SIS INT'L,1.81,181,港股,1,,,,,,,,8.32,8.32,,12.02,,0.0,0.14,5.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
539,-,33.88,hk,00526,利时集团控股,0.13,12,港股,1,,,,,,,,8.21,8.21,,12.18,,0.0,0.39,11.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
540,-,33.88,hk,00525,广深铁路股份,2.05,204,港股,1,,,,,,,,8.41,8.41,,11.89,,0.0,0.44,145.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
541,-,33.88,hk,00521,CWT INT'L,0.24,24,港股,1,,,,,,,,7.40,7.40,,13.51,,0.0,0.51,27.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
542,-,33.88,hk,00519,诺科达科技,0.14,14,港股,1,,,,,,,,9.00,9.00,,11.11,,0.0,0.57,4.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
543,-,33.88,hk,00506,中国食品,3.09,309,港股,1,,,,,,,,9.06,9.06,,11.04,,0.0,1.13,86.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
544,-,33.88,hk,00505,兴业合金,0.91,91,港股,1,,,,,,,,5.58,5.58,,17.92,,0.0,0.32,8.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
545,-,33.88,hk,00496,卡森国际,0.20,20,港股,1,,,,,,,,9.54,9.54,,10.48,,0.0,0.08,3.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
546,-,33.88,hk,00467,联合能源集团,0.34,33,港股,1,,,,,,,,7.75,7.75,,12.90,,0.0,0.66,86.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
547,-,33.88,hk,00458,联亚集团,2.00,200,港股,1,,,,,,,,4.37,4.37,,22.88,,0.0,0.39,5.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
548,-,33.88,hk,00433,北方矿业,0.07,7,港股,1,,,,,,,,4.59,4.59,,21.79,,0.0,3.20,10.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
549,-,33.88,hk,00428,中国天弓控股,0.23,22,港股,1,,,,,,,,3.59,3.59,,27.86,,0.0,0.16,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
550,-,33.88,hk,00422,越南制造加工出口,0.27,27,港股,1,,,,,,,,8.59,8.59,,11.64,,0.0,0.65,2.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
551,-,33.88,hk,00417,谢瑞麟,0.71,71,港股,1,,,,,,,,1.55,1.55,,64.52,,0.0,0.34,1.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
552,-,33.88,hk,00411,南顺(香港),11.30,1130,港股,1,,,,,,,,9.46,9.46,,10.57,,0.0,0.84,27.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
553,-,33.88,hk,00408,叶氏化工集团,2.10,210,港股,1,,,,,,,,8.53,8.53,,11.72,,0.0,0.29,11.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
554,-,33.88,hk,00398,东方表行集团,3.28,328,港股,1,,,,,,,,8.88,8.88,,11.26,,0.0,0.88,16.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
555,-,33.88,hk,00392,北京控股,26.88,2688,港股,1,,,,,,,,6.04,6.04,,16.56,,0.0,0.34,338.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
556,-,33.88,hk,00390,中国中铁,3.31,331,港股,1,,,,,,,,3.42,3.42,,29.24,,0.0,0.22,812.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
557,-,33.88,hk,00382,中汇集团,0.48,48,港股,1,,,,,,,,1.40,1.40,,71.43,,0.0,0.11,5.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
558,-,33.88,hk,00380,中国管业,0.13,13,港股,1,,,,,,,,3.19,3.19,,31.35,,0.0,0.20,1.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
559,-,33.88,hk,00373,联合集团,2.13,213,港股,1,,,,,,,,3.37,3.37,,29.67,,0.0,0.16,74.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
560,-,33.88,hk,00363,上海实业控股,12.28,1228,港股,1,,,,,,,,6.61,6.61,,15.13,,0.0,0.27,133.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
561,-,33.88,hk,00353,能源国际投资,0.33,32,港股,1,,,,,,,,2.54,2.54,,39.37,,0.0,0.26,6.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
562,-,33.88,hk,00334,华显光电,0.36,36,港股,1,,,,,,,,5.00,5.00,,20.00,,0.0,0.57,7.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
563,-,33.88,hk,00331,丰盛生活服务,5.11,511,港股,1,,,,,,,,5.38,5.38,,18.59,,0.0,1.84,23.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
564,-,33.88,hk,00327,百富环球,3.36,336,港股,1,,,,,,,,4.73,4.73,,21.14,,0.0,0.45,35.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
565,-,33.88,hk,00321,德永佳集团,1.11,111,港股,1,,,,,,,,9.54,9.54,,10.48,,0.0,0.31,15.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
566,-,33.88,hk,00316,东方海外国际,122.00,12200,港股,1,,,,,,,,6.84,6.84,,14.62,,0.0,0.77,805.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
567,-,33.88,hk,00311,联泰控股,0.26,25,港股,1,,,,,,,,7.51,7.51,,13.32,,0.0,0.21,2.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
568,-,33.88,hk,00306,冠忠巴士集团,2.81,281,港股,1,,,,,,,,5.53,5.53,,18.08,,0.0,0.59,13.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
569,-,33.88,hk,00297,中化化肥,1.28,128,港股,1,,,,,,,,6.45,6.45,,15.50,,0.0,0.72,89.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
570,-,33.88,hk,00293,国泰航空,12.98,1298,港股,1,,,,,,,,7.29,7.29,,13.72,,0.0,1.45,789.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
571,-,33.88,hk,00288,万洲国际,8.29,828,港股,1,,,,,,,,8.72,8.72,,11.47,,0.0,1.22,1063.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
572,-,33.88,hk,00280,景福集团,0.56,56,港股,1,,,,,,,,5.00,5.00,,20.00,,0.0,0.57,5.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
573,-,33.88,hk,00276,蒙古能源,0.51,51,港股,1,,,,,,,,0.20,0.20,,500.00,,0.0,-0.03,1.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
574,-,33.88,hk,00267,中信股份,10.61,1061,港股,1,,,,,,,,4.75,4.75,,21.05,,0.0,0.36,3086.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
575,-,33.88,hk,00259,亿都(国际控股),4.65,465,港股,1,,,,,,,,1.11,1.11,,90.09,,0.0,0.91,43.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
576,-,33.88,hk,00258,汤臣集团,2.04,204,港股,1,,,,,,,,5.82,5.82,,17.18,,0.0,0.35,46.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
577,-,33.88,hk,00257,光大环境,4.56,455,港股,1,,,,,,,,7.14,7.14,,14.01,,0.0,0.54,280.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
578,-,33.88,hk,00243,QPL INT'L,0.43,43,港股,1,,,,,,,,2.30,2.30,,43.48,,0.0,0.37,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
579,-,33.88,hk,00240,利基控股,1.38,138,港股,1,,,,,,,,3.79,3.79,,26.39,,0.0,0.59,17.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
580,-,33.88,hk,00239,白花油,2.38,238,港股,1,,,,,,,,8.12,8.12,,12.32,,0.0,1.03,7.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
581,-,33.88,hk,00236,香港生力啤,1.15,114,港股,1,,,,,,,,5.64,5.64,,17.73,,0.0,0.60,4.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
582,-,33.88,hk,00229,利民实业,0.84,84,港股,1,,,,,,,,9.07,9.07,,11.03,,0.0,0.63,4.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
