rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,pe_dyn,peg,eyield,exp_ret,discount,pb,market_cap_yi_hkd,fail_reasons
1766,-,27.12,hk,02028,映美控股,1.10,110,港股,1,,,,,,,,-14.74,-14.74,,,,0.0,-14.46,8.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1767,-,27.12,hk,02026,小马智行-W,54.60,5460,港股,1,,,,,,,,-21.46,-21.46,,,,0.0,1.87,236.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1768,-,27.12,hk,02022,游莱互动,0.05,5,港股,1,,,,,,,,-3.46,-3.46,,,,0.0,0.60,1.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1769,-,27.12,hk,02015,理想汽车-W,46.08,4608,港股,1,,,,,,,,-47.12,-47.12,,,,0.0,1.25,967.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1770,-,27.12,hk,02013,微盟集团,1.13,112,港股,1,,,,,,,,-19.04,-19.04,,,,0.0,1.64,46.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1771,-,27.12,hk,02012,阳光油砂,0.23,23,港股,1,,,,,,,,-1.23,-1.23,,,,0.0,1.46,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1772,-,27.12,hk,02009,金隅集团,0.55,55,港股,1,,,,,,,,-3.50,-3.50,,,,0.0,0.13,58.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1773,-,27.12,hk,02008,凤凰卫视,1.37,137,港股,1,,,,,,,,-3.02,-3.02,,,,0.0,0.25,6.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1774,-,27.12,hk,02003,维信金科,0.90,90,港股,1,,,,,,,,-0.71,-0.71,,,,0.0,0.10,4.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1775,-,27.12,hk,02000,晨讯科技,0.29,28,港股,1,,,,,,,,-46.20,-46.20,,,,0.0,0.42,6.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1776,-,27.12,hk,01997,九龙仓置业,21.38,2138,港股,1,,,,,,,,-15.25,-15.25,,,,0.0,0.36,649.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1777,-,27.12,hk,01996,弘阳地产,0.03,2,港股,1,,,,,,,,-0.02,-0.02,,,,0.0,-0.02,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1778,-,27.12,hk,01991,大洋集团,0.55,55,港股,1,,,,,,,,-1.29,-1.29,,,,0.0,122.23,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1779,-,27.12,hk,01986,彩客新能源,0.87,87,港股,1,,,,,,,,-143.94,-143.94,,,,0.0,0.44,8.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1780,-,27.12,hk,01985,美高域,3.65,365,港股,1,,,,,,,,-687.81,-687.81,,,,0.0,5.73,10.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1781,-,27.12,hk,01980,天鸽互动,0.53,53,港股,1,,,,,,,,-57.07,-57.07,,,,0.0,0.25,5.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1782,-,27.12,hk,01975,新兴印刷,0.41,40,港股,1,,,,,,,,-2.28,-2.28,,,,0.0,0.54,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1783,-,27.12,hk,01972,太古地产,20.54,2054,港股,1,,,,,,,,-77.14,-77.14,,,,0.0,0.44,1182.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1784,-,27.12,hk,01971,弘阳服务,0.32,31,港股,1,,,,,,,,-3.07,-3.07,,,,0.0,0.14,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1785,-,27.12,hk,01968,兴纺控股,0.17,17,港股,1,,,,,,,,-3.56,-3.56,,,,0.0,0.53,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1786,-,27.12,hk,01966,中骏集团控股,0.06,6,港股,1,,,,,,,,-0.03,-0.03,,,,0.0,-0.05,2.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1787,-,27.12,hk,01960,TBKS HLDGS,0.34,34,港股,1,,,,,,,,-8.50,-8.50,,,,0.0,2.17,3.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1788,-,27.12,hk,01959,中聚投资,2.19,219,港股,1,,,,,,,,-30.90,-30.90,,,,0.0,13.08,11.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1789,-,27.12,hk,01958,北京汽车,0.78,78,港股,1,,,,,,,,-3.45,-3.45,,,,0.0,0.10,62.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1790,-,27.12,hk,01957,大人国际,0.25,25,港股,1,,,,,,,,-115.81,-115.81,,,,0.0,0.38,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1791,-,27.12,hk,01956,中科闻歌,85.50,8550,港股,1,,,,,,,,-76.69,-76.69,,,,0.0,24.65,148.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1792,-,27.12,hk,01952,云顶新耀,24.50,2450,港股,1,,,,,,,,-26.29,-26.29,,,,0.0,1.48,86.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1793,-,27.12,hk,01951,锦欣生殖,1.97,197,港股,1,,,,,,,,-4.93,-4.93,,,,0.0,0.53,53.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1794,-,27.12,hk,01949,佰达国际控股,0.58,57,港股,1,,,,,,,,-4.34,-4.34,,,,0.0,1.38,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1795,-,27.12,hk,01947,美皓集团,0.50,50,港股,1,,,,,,,,-18.90,-18.90,,,,0.0,2.56,3.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1796,-,27.12,hk,01943,金石控股集团,0.73,73,港股,1,,,,,,,,-51.42,-51.42,,,,0.0,6.53,7.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1797,-,27.12,hk,01942,马可数字科技,0.08,8,港股,1,,,,,,,,-1.67,-1.67,,,,0.0,0.12,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1798,-,27.12,hk,01939,上善黄金,0.47,47,港股,1,,,,,,,,-13.45,-13.45,,,,0.0,1.05,2.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1799,-,27.12,hk,01933,元力控股,0.20,19,港股,1,,,,,,,,-0.65,-0.65,,,,0.0,0.82,1.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1800,-,27.12,hk,01932,中漆集团,0.19,19,港股,1,,,,,,,,-4.15,-4.15,,,,0.0,0.54,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1801,-,27.12,hk,01927,久久王,0.22,21,港股,1,,,,,,,,-20.52,-20.52,,,,0.0,0.40,1.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1802,-,27.12,hk,01920,巨美集团,0.58,57,港股,1,,,,,,,,-33.78,-33.78,,,,0.0,11.64,3.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1803,-,27.12,hk,01918,融创中国,0.62,62,港股,1,,,,,,,,-0.91,-0.91,,,,0.0,0.21,123.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1804,-,27.12,hk,01917,豆盟科技,0.09,9,港股,1,,,,,,,,-8.36,-8.36,,,,0.0,7.23,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1805,-,27.12,hk,01912,康特隆,1.80,180,港股,1,,,,,,,,-4.22,-4.22,,,,0.0,48.33,2.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1806,-,27.12,hk,01909,火岩控股,1.77,177,港股,1,,,,,,,,-6.67,-6.67,,,,0.0,3.35,4.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1807,-,27.12,hk,01906,博尼控股,0.49,49,港股,1,,,,,,,,-11.46,-11.46,,,,0.0,2.19,7.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1808,-,27.12,hk,01903,JBB BUILDERS,2.65,265,港股,1,,,,,,,,-19192.90,-19192.90,,,,0.0,5.61,13.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1809,-,27.12,hk,01901,飞扬集团,0.21,20,港股,1,,,,,,,,-4.79,-4.79,,,,0.0,4.22,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1810,-,27.12,hk,01894,恒益控股,0.38,38,港股,1,,,,,,,,-4.59,-4.59,,,,0.0,2.54,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1811,-,27.12,hk,01889,三爱健康集团,0.16,16,港股,1,,,,,,,,-1.02,-1.02,,,,0.0,0.08,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1812,-,27.12,hk,01884,EPRINT集团,0.11,10,港股,1,,,,,,,,-22.06,-22.06,,,,0.0,0.27,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1813,-,27.12,hk,01879,曦智科技-P,420.00,42000,港股,1,,,,,,,,-26.57,-26.57,,,,0.0,-6.98,395.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1814,-,27.12,hk,01878,南戈壁,1.74,174,港股,1,,,,,,,,-0.44,-0.44,,,,0.0,-0.28,5.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1815,-,27.12,hk,01877,君实生物,16.65,1664,港股,1,,,,,,,,-24.43,-24.43,,,,0.0,2.56,170.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1816,-,27.12,hk,01875,东曜药业-B,3.28,328,港股,1,,,,,,,,-22.81,-22.81,,,,0.0,3.66,25.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1817,-,27.12,hk,01872,冠轈控股,5.24,524,港股,1,,,,,,,,-69.15,-69.15,,,,0.0,3.58,34.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1818,-,27.12,hk,01871,向中国际,0.33,33,港股,1,,,,,,,,-12.83,-12.83,,,,0.0,0.74,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1819,-,27.12,hk,01870,益美国际控股,0.38,37,港股,1,,,,,,,,-7.76,-7.76,,,,0.0,2.81,3.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1820,-,27.12,hk,01869,猫屎咖啡控股,0.11,11,港股,1,,,,,,,,-34.01,-34.01,,,,0.0,-2.61,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1821,-,27.12,hk,01867,标准发展集团,0.19,18,港股,1,,,,,,,,-5.47,-5.47,,,,0.0,3.79,2.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1822,-,27.12,hk,01865,鹏高控股集团,0.53,53,港股,1,,,,,,,,-11.46,-11.46,,,,0.0,0.96,6.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1823,-,27.12,hk,01856,依波路,1.29,129,港股,1,,,,,,,,-8.85,-8.85,,,,0.0,7.92,4.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1824,-,27.12,hk,01854,中国万天控股,1.18,118,港股,1,,,,,,,,-16.93,-16.93,,,,0.0,34.62,24.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1825,-,27.12,hk,01850,美好生活集团控股,0.32,32,港股,1,,,,,,,,-12.20,-12.20,,,,0.0,0.15,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1826,-,27.12,hk,01847,云南建投混凝土,0.47,47,港股,1,,,,,,,,-1.23,-1.23,,,,0.0,0.19,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1827,-,27.12,hk,01845,维港环保科技,0.22,21,港股,1,,,,,,,,-4.16,-4.16,,,,0.0,0.85,2.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1828,-,27.12,hk,01843,快餐帝国,0.24,24,港股,1,,,,,,,,-18.63,-18.63,,,,0.0,1.37,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1829,-,27.12,hk,01842,植华集团,0.04,3,港股,1,,,,,,,,-1.85,-1.85,,,,0.0,0.44,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1830,-,27.12,hk,01841,优越集团控股,0.23,23,港股,1,,,,,,,,-22.54,-22.54,,,,0.0,0.82,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1831,-,27.12,hk,01832,海天地悦旅,1.04,104,港股,1,,,,,,,,-2.90,-2.90,,,,0.0,2.69,3.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1832,-,27.12,hk,01831,十方控股,0.77,77,港股,1,,,,,,,,-17.52,-17.52,,,,0.0,-21.35,8.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1833,-,27.12,hk,01826,丰展控股,0.12,11,港股,1,,,,,,,,-12.31,-12.31,,,,0.0,-6.68,2.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1834,-,27.12,hk,01825,STERLING GP,1.08,108,港股,1,,,,,,,,-2.64,-2.64,,,,0.0,17.22,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1835,-,27.12,hk,01823,华昱高速,1.41,141,港股,1,,,,,,,,-16.60,-16.60,,,,0.0,0.74,6.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1836,-,27.12,hk,01822,中木国际,0.13,13,港股,1,,,,,,,,-4.27,-4.27,,,,0.0,1.82,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1837,-,27.12,hk,01820,济丰包装,3.09,309,港股,1,,,,,,,,-19.01,-19.01,,,,0.0,1.78,9.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1838,-,27.12,hk,01813,合景泰富集团,0.10,10,港股,1,,,,,,,,-0.10,-0.10,,,,0.0,0.18,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1839,-,27.12,hk,01812,晨鸣纸业,0.65,65,港股,1,,,,,,,,-0.23,-0.23,,,,0.0,4.05,19.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1840,-,27.12,hk,01803,北京体育文化,0.08,8,港股,1,,,,,,,,-5.75,-5.75,,,,0.0,1.35,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1841,-,27.12,hk,01799,新特能源,3.91,391,港股,1,,,,,,,,-4.19,-4.19,,,,0.0,0.16,55.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1842,-,27.12,hk,01796,中国数智科技,0.32,31,港股,1,,,,,,,,-11.61,-11.61,,,,0.0,2.38,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1843,-,27.12,hk,01792,CMON,0.97,97,港股,1,,,,,,,,-0.39,-0.39,,,,0.0,-1.83,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1844,-,27.12,hk,01782,国际商业数字技术,3.15,315,港股,1,,,,,,,,-38.80,-38.80,,,,0.0,9.79,25.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1845,-,27.12,hk,01780,荣尊国际控股,2.90,290,港股,1,,,,,,,,-192.42,-192.42,,,,0.0,11.66,18.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1846,-,27.12,hk,01779,天辰生物-B,150.90,15090,港股,1,,,,,,,,-57.59,-57.59,,,,0.0,58.20,112.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1847,-,27.12,hk,01777,花样年控股,0.06,5,港股,1,,,,,,,,-0.03,-0.03,,,,0.0,-0.01,3.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1848,-,27.12,hk,01775,精英汇集团,0.38,38,港股,1,,,,,,,,-28.38,-28.38,,,,0.0,4.11,2.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1849,-,27.12,hk,01771,新丰泰集团,0.19,18,港股,1,,,,,,,,-0.42,-0.42,,,,0.0,0.05,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1850,-,27.12,hk,01769,思考乐教育,1.00,100,港股,1,,,,,,,,-7.83,-7.83,,,,0.0,0.76,6.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
