rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
4539,-,30.02,us,SKYH,Sky Harbour Group Corporation Class A Common Stock,9.79,978,Sky Harbour Group Corporation Class A Common Stock,1,,,,,,,,38.17,,2.62,,0.0,6.03,7.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4540,-,27.12,us,SLAI,SOLAI Limited American Depositary Shares (each representing one hundred (100) Class A Ordinary Shares),0.46,46,SOLAI Limited American Depositary Shares (each representing one hundred (100) Class A Ordinary Shares),1,,,,,,,,-0.44,,,,0.0,0.51,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4541,-,30.02,us,SLB,SLB Limited Common Shares,46.67,4667,SLB Limited Common Shares,1,,,,,,,,20.96,,4.77,,0.0,2.67,697.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4542,-,27.12,us,SLG,SL Green Realty Corp Common Stock,52.27,5227,SL Green Realty Corp Common Stock,1,,,,,,,,-23.20,,,,0.0,0.99,37.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4543,-,30.02,us,SLGN,Silgan Holdings Inc. Common Stock,46.21,4621,Silgan Holdings Inc. Common Stock,1,,,,,,,,17.23,,5.80,,0.0,2.10,48.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4544,-,27.12,us,SLI,Standard Lithium Ltd. Common Shares,2.83,283,Standard Lithium Ltd. Common Shares,1,,,,,,,,-13.94,,,,0.0,1.91,6.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4545,-,27.12,us,SLND,"Southland Holdings, Inc. Common Stock",0.70,70,"Southland Holdings, Inc. Common Stock",1,,,,,,,,-0.11,,,,0.0,-0.22,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4546,-,30.02,us,SLQT,"SelectQuote, Inc. Common Stock",0.81,81,"SelectQuote, Inc. Common Stock",1,,,,,,,,1.56,,64.10,,0.0,0.22,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4547,-,27.12,us,SLSR,Solaris Resources Inc. Common Shares,8.52,851,Solaris Resources Inc. Common Shares,1,,,,,,,,-44.69,,,,0.0,-24.46,14.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4548,-,30.02,us,SLVM,Sylvamo Corporation Common Stock,36.89,3689,Sylvamo Corporation Common Stock,1,,,,,,,,14.37,,6.96,,0.0,1.50,14.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4549,-,30.02,us,SM,SM Energy Company Common Stock,26.34,2634,SM Energy Company Common Stock,1,,,,,,,,48.21,,2.07,,0.0,0.92,63.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4550,-,30.02,us,SMC,Summit Midstream Corporation Common Stock,28.53,2853,Summit Midstream Corporation Common Stock,1,,,,,,,,190.25,,0.53,,0.0,0.97,5.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4551,-,30.02,us,SMG,Scotts Miracle-Gro Company (The) Common Stock,66.26,6626,Scotts Miracle-Gro Company (The) Common Stock,1,,,,,,,,34.79,,2.87,,0.0,-13.46,38.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4552,-,27.12,us,SMHI,SEACOR Marine Holdings Inc. Common Stock,7.99,798,SEACOR Marine Holdings Inc. Common Stock,1,,,,,,,,-7.67,,,,0.0,0.87,2.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4553,-,30.02,us,SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,5.20,520,SMJ International Holdings Inc. Class A Ordinary Shares,1,,,,,,,,189.72,,0.53,,0.0,25.13,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4554,-,30.02,us,SMP,"Standard Motor Products, Inc. Common Stock",39.02,3902,"Standard Motor Products, Inc. Common Stock",1,,,,,,,,18.92,,5.29,,0.0,1.25,8.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4555,-,27.12,us,SMR,NuScale Power Corporation Class A Common Stock,10.29,1028,NuScale Power Corporation Class A Common Stock,1,,,,,,,,-9.74,,,,0.0,3.22,37.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4556,-,27.12,us,SMRT,"SmartRent, Inc. Class A Common Stock",1.22,121,"SmartRent, Inc. Class A Common Stock",1,,,,,,,,-9.44,,,,0.0,1.02,2.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4557,-,27.12,us,SMWB,Similarweb Ltd. Ordinary Shares,6.34,633,Similarweb Ltd. Ordinary Shares,1,,,,,,,,-18.48,,,,0.0,26.66,5.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4558,-,30.02,us,SN,"SharkNinja, Inc. Ordinary Shares",147.87,14787,"SharkNinja, Inc. Ordinary Shares",1,,,,,,,,29.68,,3.37,,0.0,7.57,209.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4559,-,30.02,us,SNA,Snap-On Incorporated Common Stock,400.61,40061,Snap-On Incorporated Common Stock,1,,,,,,,,20.28,,4.93,,0.0,3.48,207.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4560,-,27.12,us,SNAP,Snap Inc. Class A Common Stock,4.44,444,Snap Inc. Class A Common Stock,1,,,,,,,,-17.95,,,,0.0,3.53,73.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4561,-,27.12,us,SNDA,"Sonida Senior Living, Inc. Common Stock",41.14,4114,"Sonida Senior Living, Inc. Common Stock",1,,,,,,,,-19.59,,,,0.0,2.20,19.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4562,-,30.02,us,SNDR,"Schneider National, Inc. Common Stock",36.19,3619,"Schneider National, Inc. Common Stock",1,,,,,,,,64.74,,1.54,,0.0,2.10,63.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4563,-,30.02,us,SNN,"Smith & Nephew SNATS, Inc. Common Stock",28.70,2870,"Smith & Nephew SNATS, Inc. Common Stock",1,,,,,,,,19.52,,5.12,,0.0,2.31,122.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4564,-,27.12,us,SNOW,Snowflake Inc. Common Stock,250.15,25015,Snowflake Inc. Common Stock,1,,,,,,,,-72.43,,,,0.0,44.70,867.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4565,-,30.02,us,SNX,TD SYNNEX Corporation Common Stock,271.68,27168,TD SYNNEX Corporation Common Stock,1,,,,,,,,18.97,,5.27,,0.0,2.41,215.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4566,-,30.02,us,SO,Southern Company (The) Common Stock,95.86,9586,Southern Company (The) Common Stock,1,,,,,,,,24.77,,4.04,,0.0,2.91,1080.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4567,-,30.02,us,SOAR,"Volato Group, Inc. Class A Common Stock",0.17,16,"Volato Group, Inc. Class A Common Stock",1,,,,,,,,2.66,,37.59,,0.0,-12.44,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4568,-,30.02,us,SOBO,South Bow Corporation Common Shares,35.30,3529,South Bow Corporation Common Shares,1,,,,,,,,17.45,,5.73,,0.0,2.77,73.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4569,-,27.12,us,SOC,Sable Offshore Corp. Common Stock,3.72,372,Sable Offshore Corp. Common Stock,1,,,,,,,,-1.15,,,,0.0,1.36,5.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4570,-,30.02,us,SOLV,Solventum Corporation Common Stock,77.10,7709,Solventum Corporation Common Stock,1,,,,,,,,9.32,,10.73,,0.0,2.69,133.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4571,-,30.02,us,SON,Sonoco Products Company Common Stock,56.03,5603,Sonoco Products Company Common Stock,1,,,,,,,,5.45,,18.35,,0.0,1.55,55.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4572,-,27.12,us,SONY,Sony Group Corporation American Depositary Shares,20.12,2012,Sony Group Corporation American Depositary Shares,1,,,,,,,,-57.94,,,,0.0,2.33,1185.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4573,-,27.12,us,SOS,SOS Limited Class A Ordinary Shares,1.02,102,SOS Limited Class A Ordinary Shares,1,,,,,,,,-0.17,,,,0.0,0.04,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4574,-,30.02,us,SPB,"Spectrum Brands Holdings, Inc. Common Stock",84.28,8428,"Spectrum Brands Holdings, Inc. Common Stock",1,,,,,,,,15.38,,6.50,,0.0,1.02,19.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4575,-,27.12,us,SPCE,"Virgin Galactic Holdings, Inc. Common Stock",2.96,296,"Virgin Galactic Holdings, Inc. Common Stock",1,,,,,,,,-1.20,,,,0.0,1.38,3.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4576,-,30.02,us,SPG,"Simon Property Group, Inc. Common Stock",223.14,22314,"Simon Property Group, Inc. Common Stock",1,,,,,,,,15.42,,6.49,,0.0,14.89,723.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4577,-,30.02,us,SPGI,S&P Global Inc. Common Stock,411.66,41166,S&P Global Inc. Common Stock,1,,,,,,,,25.51,,3.92,,0.0,3.91,1218.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4578,-,30.02,us,SPH,"Suburban Propane Partners, L.P. Common Stock",17.42,1742,"Suburban Propane Partners, L.P. Common Stock",1,,,,,,,,8.67,,11.53,,0.0,1.55,11.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4579,-,30.02,us,SPHR,Sphere Entertainment Co. Class A Common Stock,172.60,17260,Sphere Entertainment Co. Class A Common Stock,1,,,,,,,,54.30,,1.84,,0.0,2.75,61.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4580,-,30.02,us,SPIR,"Spire Global, Inc. Class A Common Stock",18.61,1861,"Spire Global, Inc. Class A Common Stock",1,,,,,,,,15.28,,6.54,,0.0,8.21,7.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4581,-,27.12,us,SPMC,"Sound Point Meridian Capital, Inc. Common Stock",9.95,994,"Sound Point Meridian Capital, Inc. Common Stock",1,,,,,,,,-1.62,,,,0.0,1.03,2.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4582,-,30.02,us,SPNT,SiriusPoint Ltd. Common Shares,23.90,2390,SiriusPoint Ltd. Common Shares,1,,,,,,,,5.62,,17.79,,0.0,1.22,28.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4583,-,30.02,us,SPOT,Spotify Technology S.A. Ordinary Shares,458.87,45887,Spotify Technology S.A. Ordinary Shares,1,,,,,,,,29.73,,3.36,,0.0,10.28,943.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4584,-,27.12,us,SPRU,Spruce Power Holding Corporation Class A Common Stock,2.64,264,Spruce Power Holding Corporation Class A Common Stock,1,,,,,,,,-3.56,,,,0.0,0.41,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4585,-,30.02,us,SPXC,"SPX Technologies, Inc. Common Stock",242.22,24222,"SPX Technologies, Inc. Common Stock",1,,,,,,,,47.99,,2.08,,0.0,5.31,121.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4586,-,30.02,us,SPYU,"MAX S&P 500 4X Leveraged ETNs due October 30, 2043",32.84,3283,"MAX S&P 500 4X Leveraged ETNs due October 30, 2043",1,,,,,,,,3.28,,30.49,,0.0,0.37,230.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4587,-,30.02,us,SQM,Sociedad Quimica y Minera S.A. Common Stock,73.17,7317,Sociedad Quimica y Minera S.A. Common Stock,1,,,,,,,,25.64,,3.90,,0.0,3.57,209.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4588,-,27.12,us,SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),3.35,335,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),1,,,,,,,,-0.32,,,,0.0,0.69,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4589,-,30.02,us,SR,Spire Inc. Common Stock,78.30,7830,Spire Inc. Common Stock,1,,,,,,,,12.92,,7.74,,0.0,1.35,46.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4590,-,30.02,us,SRE,DBA Sempra Common Stock,92.99,9299,DBA Sempra Common Stock,1,,,,,,,,31.06,,3.22,,0.0,1.88,607.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4591,-,27.12,us,SRFM,Surf Air Mobility Inc. Common Stock,1.24,124,Surf Air Mobility Inc. Common Stock,1,,,,,,,,-1.23,,,,0.0,-2.43,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4592,-,27.12,us,SRG,Seritage Growth Properties Class A Common Stock,2.60,260,Seritage Growth Properties Class A Common Stock,1,,,,,,,,-1.92,,,,0.0,0.49,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4593,-,27.12,us,SRI,"Stoneridge, Inc. Common Stock",7.47,747,"Stoneridge, Inc. Common Stock",1,,,,,,,,-1.71,,,,0.0,1.35,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4594,-,30.02,us,SSD,"Simpson Manufacturing Company, Inc. Common Stock",208.39,20839,"Simpson Manufacturing Company, Inc. Common Stock",1,,,,,,,,24.12,,4.15,,0.0,4.16,85.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4595,-,30.02,us,SSL,Sasol Ltd. American Depositary Shares,9.79,978,Sasol Ltd. American Depositary Shares,1,,,,,,,,53.34,,1.87,,0.0,0.73,63.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4596,-,27.12,us,SSMR,Sunshine Silver Mining & Refining Company Common Stock,13.13,1313,Sunshine Silver Mining & Refining Company Common Stock,1,,,,,,,,-42.04,,,,0.0,36.85,18.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4597,-,27.12,us,SST,"System1, Inc. Class A Common Stock",2.44,244,"System1, Inc. Class A Common Stock",1,,,,,,,,-0.25,,,,0.0,-1.58,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4598,-,27.12,us,SSTK,"Shutterstock, Inc. Common Stock",13.97,1397,"Shutterstock, Inc. Common Stock",1,,,,,,,,-24.73,,,,0.0,0.96,5.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4599,-,30.02,us,ST,Sensata Technologies Holding plc Ordinary Shares,47.47,4747,Sensata Technologies Holding plc Ordinary Shares,1,,,,,,,,142.34,,0.70,,0.0,2.42,69.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4600,-,30.02,us,STAG,"Stag Industrial, Inc. Common Stock",38.50,3850,"Stag Industrial, Inc. Common Stock",1,,,,,,,,30.15,,3.32,,0.0,2.05,73.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4601,-,30.02,us,STC,Stewart Information Services Corporation Common Stock,66.48,6648,Stewart Information Services Corporation Common Stock,1,,,,,,,,15.63,,6.40,,0.0,1.24,20.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4602,-,30.02,us,STE,STERIS plc (Ireland) Ordinary Shares,207.96,20796,STERIS plc (Ireland) Ordinary Shares,1,,,,,,,,25.91,,3.86,,0.0,2.82,202.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4603,-,30.02,us,STEL,"Stellar Bancorp, Inc. Common Stock",39.14,3914,"Stellar Bancorp, Inc. Common Stock",1,,,,,,,,18.96,,5.27,,0.0,1.20,19.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4604,-,30.02,us,STEM,"Stem, Inc. Class A Common Stock",7.93,793,"Stem, Inc. Class A Common Stock",1,,,,,,,,0.49,,204.08,,0.0,-0.27,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4605,-,30.02,us,STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",3.73,373,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",1,,,,,,,,0.95,,105.26,,0.0,0.34,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4606,-,27.12,us,STLA,Stellantis N.V. Common Shares,5.71,571,Stellantis N.V. Common Shares,1,,,,,,,,-0.85,,,,0.0,0.31,215.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4607,-,30.02,us,STM,STMicroelectronics N.V. Common Stock,74.61,7461,STMicroelectronics N.V. Common Stock,1,,,,,,,,451.11,,0.22,,0.0,3.73,663.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4608,-,30.02,us,STN,Stantec Inc Common Stock,68.28,6827,Stantec Inc Common Stock,1,,,,,,,,21.75,,4.60,,0.0,3.21,77.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4609,-,30.02,us,STNG,Scorpio Tankers Inc. Common Shares,69.00,6900,Scorpio Tankers Inc. Common Shares,1,,,,,,,,6.93,,14.43,,0.0,1.02,34.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4610,-,30.02,us,STT,State Street Corporation Common Stock,169.75,16975,State Street Corporation Common Stock,1,,,,,,,,15.33,,6.52,,0.0,1.69,469.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4611,-,27.12,us,STUB,"StubHub Holdings, Inc. Class A Common Stock",12.89,1289,"StubHub Holdings, Inc. Class A Common Stock",1,,,,,,,,-2.64,,,,0.0,2.40,48.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4612,-,30.02,us,STVN,Stevanato Group S.p.A. Ordinary Shares,17.93,1792,Stevanato Group S.p.A. Ordinary Shares,1,,,,,,,,29.27,,3.42,,0.0,2.79,48.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4613,-,27.12,us,STXS,"Stereotaxis, Inc. Common Stock",1.69,169,"Stereotaxis, Inc. Common Stock",1,,,,,,,,-7.62,,,,0.0,8.43,1.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4614,-,30.02,us,STZ,"Constellation Brands, Inc. Common Stock",137.45,13744,"Constellation Brands, Inc. Common Stock",1,,,,,,,,13.98,,7.15,,0.0,2.92,235.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4615,-,30.02,us,SU,Suncor Energy  Inc. Common Stock,53.98,5398,Suncor Energy  Inc. Common Stock,1,,,,,,,,13.71,,7.29,,0.0,1.93,634.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
