rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
262,-,42.19,us,ATER,"Aterian, Inc. - Common Stock",1.33,133,"Aterian, Inc. - Common Stock",0,-17.2,62.1,-12.0,84.1,,-0.18,39.4,-0.68,,,,0.0,1.52,0.1,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
263,-,44.04,us,ATEX,Anterix Inc. - Common Stock,99.88,9987,Anterix Inc. - Common Stock,0,-5.0,,-217.8,44.1,,-4.60,50.4,21.49,0.49,4.65,61.5,0.0,7.42,19.5,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
264,-,23.78,us,ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,11.36,1136,Alpha Technology Group Limited - Class A Ordinary Shares,0,-184.7,49.2,-952.0,-1181.1,,0.19,29.6,-20.67,,,,0.0,59.34,1.9,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
265,-,27.12,us,ATHE,Alterity Therapeutics Limited - American Depositary Shares,5.05,505,Alterity Therapeutics Limited - American Depositary Shares,1,,,,,,,,-9.29,,,,0.0,2.53,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
266,-,31.77,us,ATHR,"Aether Holdings, Inc. - Common Stock",4.80,480,"Aether Holdings, Inc. - Common Stock",0,,69.1,-65.2,,,0.73,83.9,-12.26,,,,0.0,24.90,0.6,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
267,-,56.83,us,ATLC,Atlanticus Holdings Corporation - Common Stock,101.75,10174,Atlanticus Holdings Corporation - Common Stock,0,25.1,,8.5,8.2,5.7,4.22,82.3,11.41,1.99,8.76,6.0,115.2,2.23,15.4,负债率≥70.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
268,-,27.75,us,ATLN,Atlantic International Corp. - Common Stock,0.97,96,Atlantic International Corp. - Common Stock,0,406.5,10.7,-30.6,-788.3,,0.04,110.0,-0.99,,,,0.0,1.53,0.8,负债率≥70.0%; OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
269,-,43.14,us,ATLO,Ames National Corporation - Common Stock,29.60,2960,Ames National Corporation - Common Stock,0,6.5,,,-5.5,-24.7,1.40,91.8,12.17,,8.22,,0.0,1.26,2.6,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
270,-,16.41,us,ATLX,Atlas Lithium Corporation - Common Stock,3.72,371,Atlas Lithium Corporation - Common Stock,0,-296.4,35.5,-5642.3,-3.6,,0.44,62.0,-3.36,,,,0.0,2.41,1.1,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
271,-,18.58,us,ATNI,"ATN International, Inc. - Common Stock",26.84,2684,"ATN International, Inc. - Common Stock",0,-2.8,,-2.0,,,-7.68,61.1,-47.05,,,,0.0,0.95,4.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
272,-,19.24,us,ATOM,Atomera Incorporated - Common Stock,8.21,821,Atomera Incorporated - Common Stock,0,-95.8,8.9,-13655.6,6.8,,0.72,13.9,-15.11,,,,0.0,7.84,3.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
273,-,31.53,us,ATOS,"Atossa Therapeutics, Inc. - Common Stock",1.97,197,"Atossa Therapeutics, Inc. - Common Stock",1,-24.4,,,15.3,,0.82,6.5,-0.52,,,,0.0,0.65,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
274,-,30.29,us,ATPC,Agape ATP Corporation - Common Stock,3.02,302,Agape ATP Corporation - Common Stock,1,-78.4,57.4,-186.8,-17.5,,1.10,40.5,-1.59,,,,0.0,0.14,0.0,ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
275,-,32.69,us,ATRA,"Atara Biotherapeutics, Inc. - Common Stock",11.01,1101,"Atara Biotherapeutics, Inc. - Common Stock",0,-75.6,,-66.2,69.1,,0.80,189.2,-10.48,,,,0.0,-2.66,1.0,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
276,-,43.25,us,ATRC,"AtriCure, Inc. - Common Stock",28.26,2826,"AtriCure, Inc. - Common Stock",0,-6.5,75.2,-7.6,34.5,,-0.15,24.3,-311.59,,,,0.0,2.91,14.3,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
277,-,39.0,us,ATRO,Astronics Corporation - Common Stock,83.28,8328,Astronics Corporation - Common Stock,1,-10.8,25.3,-3.8,26.1,,0.91,60.5,78.93,3.03,1.27,8.6,0.0,22.15,35.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
278,-,13.92,us,ATXG,Addentax Group Corp. - Common Stock,3.93,393,Addentax Group Corp. - Common Stock,0,-25.9,21.6,-60.3,-335.6,,0.13,50.2,-0.91,,,,0.0,0.19,0.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
279,-,16.23,us,ATYR,"aTyr Pharma, Inc. - Common Stock",0.58,58,"aTyr Pharma, Inc. - Common Stock",0,-62.7,,-14274.5,-11.1,,0.66,,-0.81,,,,0.0,0.98,0.6,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
280,-,28.67,us,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",27.27,2727,"Auburn National Bancorporation, Inc. - Common Stock",0,,,,,,,92.0,12.02,,8.32,,0.0,1.02,1.0,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
281,-,27.12,us,AUC,ATIF Holdings Limited - Ordinary Shares,7.69,769,ATIF Holdings Limited - Ordinary Shares,1,,,,,,,,-30.41,,,,0.0,2.05,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
282,-,53.69,us,AUDC,AudioCodes Ltd. - Ordinary Shares,9.71,971,AudioCodes Ltd. - Ordinary Shares,1,4.4,64.8,3.6,-69.2,-31.4,1.70,42.9,35.88,,2.79,,0.0,1.60,2.5,ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
283,-,30.02,us,AUGO,Aura Minerals Inc. - Common Shares,62.47,6246,Aura Minerals Inc. - Common Shares,1,,,,,,,,58.76,,1.70,,0.0,17.34,52.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
284,-,37.28,us,AUID,authID Inc. - Common Stock,1.05,105,authID Inc. - Common Stock,1,-211.8,,-1610.6,26.4,,0.81,20.4,-0.94,,,,0.0,3.26,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
285,-,46.18,us,AUPH,Aurinia Pharmaceuticals Inc - Common Shares,17.07,1707,Aurinia Pharmaceuticals Inc - Common Shares,0,-17.6,,-44.5,27.9,,0.43,31.4,7.36,0.26,13.59,105.6,0.0,3.87,22.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 未打0.3%折
286,-,38.91,us,AUR,"Aurora Innovation, Inc.  - Class A Common Stock",6.83,682,"Aurora Innovation, Inc.  - Class A Common Stock",0,-31.1,,,53.8,,0.75,12.3,-16.11,,,,0.0,6.82,133.9,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
287,-,23.91,us,AURA,"Aura Biosciences, Inc. - Common Stock",6.96,696,"Aura Biosciences, Inc. - Common Stock",1,-41.2,,,-13.8,,0.92,16.7,-6.41,,,,0.0,6.72,7.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
288,-,27.12,us,AURE,Aurelion Inc.  - Class A Ordinary Shares,2.21,220,Aurelion Inc.  - Class A Ordinary Shares,1,,,,,,,,-31.26,,,,0.0,0.66,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
289,-,20.13,us,AUTL,Autolus Therapeutics plc - American Depositary Shares,1.64,163,Autolus Therapeutics plc - American Depositary Shares,1,-107.6,,-2180.5,-5.9,,0.93,45.4,-1.51,,,,0.0,4.00,4.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
290,-,20.91,us,AUUD,Auddia Inc. - Common Stock,1.33,133,Auddia Inc. - Common Stock,0,-408.5,,,1.0,,0.58,11.4,-0.87,,,,0.0,2.51,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
291,-,30.02,us,AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,8.63,863,Aveanna Healthcare Holdings Inc. - Common Stock,1,,,,,,,,7.19,,13.91,,0.0,7.81,18.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
292,-,30.02,us,AVAT,Avalanche Treasury Corporation - Class A Common Stock,0.55,55,Avalanche Treasury Corporation - Class A Common Stock,1,,,,,,,,3.13,,31.95,,0.0,-87.77,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
293,-,27.12,us,AVAV,"AeroVironment, Inc. - Common Stock",169.00,16900,"AeroVironment, Inc. - Common Stock",1,,,,,,,,-32.26,,,,0.0,1.94,85.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
294,-,40.0,us,AVBP,"ArriVent BioPharma, Inc. - Common Stock",35.00,3500,"ArriVent BioPharma, Inc. - Common Stock",1,67.6,,,-16.1,,0.87,6.3,-11.22,,,,0.0,5.03,16.3,毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
295,-,38.69,us,AVGO,Broadcom Inc. - Common Stock,378.01,37801,Broadcom Inc. - Common Stock,1,,68.9,,,,,59.1,61.34,,1.63,,0.0,20.51,17984.1,ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
296,-,22.89,us,AVIR,"Atea Pharmaceuticals, Inc. - common stock",4.61,460,"Atea Pharmaceuticals, Inc. - common stock",1,-28.2,,,-23.9,,0.80,5.6,-2.17,,,,0.0,1.58,3.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
297,-,27.12,us,AVLN,Avalyn Pharma Inc. - common stock,31.87,3187,Avalyn Pharma Inc. - common stock,1,,,,,,,,-14.94,,,,0.0,13.09,14.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
298,-,20.55,us,AVNW,"Aviat Networks, Inc. - Common Stock",22.16,2216,"Aviat Networks, Inc. - Common Stock",0,5.3,,,-51.9,240.8,-0.16,52.2,31.82,,3.14,,0.0,1.06,2.9,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
299,-,42.95,us,AVO,"Mission Produce, Inc. - Common Stock",11.94,1194,"Mission Produce, Inc. - Common Stock",0,-0.5,8.7,-0.3,91.9,,-10.43,40.6,46.25,0.50,2.16,59.6,0.0,1.82,10.5,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
300,-,35.07,us,AVPT,"AvePoint, Inc. - Class A Common Stock",11.13,1113,"AvePoint, Inc. - Class A Common Stock",0,,71.5,-8.0,,,-1.60,47.8,50.65,,1.97,,0.0,5.38,23.6,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
301,-,28.1,us,AVR,Anteris Technologies Global Corp. - Common Stock,9.89,989,Anteris Technologies Global Corp. - Common Stock,1,,,-2822.5,,,0.80,22.3,-10.10,,,,0.0,3.46,9.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
302,-,27.79,us,AVT,"Avnet, Inc. - Common Stock",88.56,8856,"Avnet, Inc. - Common Stock",0,18.6,12.0,2.9,11.3,,-0.93,58.4,33.96,3.00,2.94,4.0,78.5,1.47,72.6,OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
303,-,42.52,us,AVTX,"Avalo Therapeutics, Inc. - Common Stock",20.07,2007,"Avalo Therapeutics, Inc. - Common Stock",1,1945.7,,-7965.8,-11.4,,1.40,11.7,-12.45,,,,0.0,15.44,10.5,毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
304,-,16.46,us,AVX,Avax One Technology Ltd. - Common Shares,5.01,501,Avax One Technology Ltd. - Common Shares,0,-170.4,,-61248.0,-38.7,,0.32,43.2,-0.49,,,,0.0,0.27,0.4,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
305,-,20.91,us,AVXL,Anavex Life Sciences Corp. - Common Stock,2.63,263,Anavex Life Sciences Corp. - Common Stock,0,-33.3,,,0.0,,0.58,11.3,-6.11,,,,0.0,1.93,2.4,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
306,-,35.42,us,AWRE,"Aware, Inc. - Common Stock",1.36,136,"Aware, Inc. - Common Stock",0,-11.9,,,39.4,,0.71,,-3.81,,,,0.0,1.29,0.3,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
307,-,57.75,us,AXG,Solowin Holdings - Class A Ordinary Share,3.32,332,Solowin Holdings - Class A Ordinary Share,0,77.9,,30.3,237.8,,-0.33,67.3,-91.44,,,,1562.4,1.71,6.3,OCF/净利<0.8; 毛利<30.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
308,-,41.1,us,AXGN,"Axogen, Inc. - Common Stock",43.75,4375,"Axogen, Inc. - Common Stock",0,-20.3,76.6,-13.7,25.0,,0.26,49.0,-73.97,,,,0.0,9.50,23.3,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
309,C,52.58,us,AXON,"Axon Enterprise, Inc. - Common Stock",541.38,54137,"Axon Enterprise, Inc. - Common Stock",1,15.1,61.2,11.3,19.6,,1.08,48.0,211.84,10.79,0.47,1.8,1264.1,12.35,436.4,CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
310,-,14.41,us,AXSM,"Axsome Therapeutics, Inc. - Common Stock",245.19,24519,"Axsome Therapeutics, Inc. - Common Stock",0,-382.2,,-88.4,-27.8,,0.61,90.0,-67.01,,,,0.0,231.14,126.2,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
311,-,15.75,us,AXTI,AXT Inc - Common Stock,70.97,7097,AXT Inc - Common Stock,0,-9.0,17.6,-23.6,-213.1,,-0.19,24.9,-329.72,,,,0.0,16.89,46.4,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
312,-,27.12,us,AYA,Aya Gold & Silver Inc. - Common Shares,19.11,1911,Aya Gold & Silver Inc. - Common Shares,1,,,,,,,,-225.58,,,,0.0,5.98,27.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
313,-,25.31,us,AYTU,"Aytu BioPharma, Inc.  - Common Stock",2.15,215,"Aytu BioPharma, Inc.  - Common Stock",0,-37.9,75.3,-24.3,7.1,,0.09,,-0.68,,,,0.0,0.66,0.2,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
314,-,27.12,us,AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,5.67,567,A2Z Cust2Mate Solutions Corp. - Common Shares,1,,,,,,,,-6.41,,,,0.0,3.59,2.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
315,-,23.57,us,AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,2.35,235,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,0,,0.4,,,,,260.9,-0.60,,,,0.0,-1.72,0.1,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
316,-,22.18,us,AZTA,"Azenta, Inc. - Common Stock",25.12,2512,"Azenta, Inc. - Common Stock",0,-0.6,43.4,-2.7,-100.7,,-0.40,11.5,-6.68,,,,0.0,0.74,11.6,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
317,-,16.73,us,BAND,Bandwidth Inc. - Class A Common Stock,62.37,6237,Bandwidth Inc. - Class A Common Stock,0,-4.8,39.3,-2.7,-183.5,,-2.39,68.4,-395.12,,,,0.0,4.92,20.0,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
318,-,30.52,us,BANF,BancFirst Corporation - Common Stock,110.83,11083,BancFirst Corporation - Common Stock,0,15.8,,,10.0,28.7,1.10,96.5,15.04,1.50,6.65,8.0,146.0,1.96,37.2,负债率≥70.0%; 毛利<30.0%; 净利率<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
319,-,28.07,us,BANL,CBL International Limited - Class B Ordinary Shares,0.36,36,CBL International Limited - Class B Ordinary Shares,0,4.7,1.7,0.3,0.0,-31.8,-8.86,67.1,-3.37,,,,0.0,0.50,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
320,-,28.03,us,BANR,Banner Corporation - Common Stock,66.29,6629,Banner Corporation - Common Stock,0,11.7,,,-6.0,16.6,1.40,89.0,10.99,,9.10,,0.0,1.14,22.5,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
321,-,43.22,us,BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,2.66,266,Baosheng Media Group Holdings Limited - Ordinary shares,0,-3.1,66.5,-200.2,92.2,,-1.22,30.2,-0.34,,,,0.0,1.24,0.0,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
322,-,14.03,us,BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",56.47,5647,"Atlanta Braves Holdings, Inc. - Series A Common Stock",0,-23.8,,-19.6,-266.7,,-0.01,64.8,-161.28,,,,0.0,6.98,36.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
323,-,14.03,us,BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",51.43,5143,"Atlanta Braves Holdings, Inc. - Series C Common Stock",0,-23.8,,-19.6,-266.7,,-0.01,64.8,-146.89,,,,0.0,6.36,33.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
324,-,30.26,us,BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",11.92,1192,"Concrete Pumping Holdings, Inc.  - Common Stock",1,5.5,42.4,4.1,-49.0,,5.36,61.4,65.85,,1.52,,0.0,2.09,6.0,ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
325,-,31.12,us,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",26.43,2643,"Beasley Broadcast Group, Inc. - Class A Common Stock",0,-4.0,,-2.5,92.2,,0.63,73.2,-0.28,,,,0.0,-1.15,0.5,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
326,-,25.77,us,BBIO,"BridgeBio Pharma, Inc. - Common Stock",72.87,7287,"BridgeBio Pharma, Inc. - Common Stock",0,,,,,,,258.6,-19.78,,,,0.0,-6.26,142.7,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
327,-,41.18,us,BBLG,Bone Biologics Corp - Common Stock,1.34,134,Bone Biologics Corp - Common Stock,1,-92.9,,,54.0,,1.00,9.8,-0.84,,,,0.0,0.52,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
328,-,42.64,us,BBNX,"Beta Bionics, Inc. - Common Stock",16.70,1670,"Beta Bionics, Inc. - Common Stock",1,29.3,55.1,-84.1,-24.2,,0.88,49.2,-11.20,,,,0.0,2.74,7.4,净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
329,-,38.82,us,BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",7.78,777,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",0,128.4,,,-178051.7,,0.74,11.9,-4.04,,,,0.0,1.67,6.2,OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
330,-,39.36,us,BBSI,"Barrett Business Services, Inc. - Common Stock",35.59,3559,"Barrett Business Services, Inc. - Common Stock",0,26.2,,,7.1,14.4,1.33,70.3,21.49,3.04,4.65,4.0,143.9,4.25,8.7,负债率≥70.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
