rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
805,-,27.12,us,DRMA,"Dermata Therapeutics, Inc. - Common Stock",1.29,1.29,"Dermata Therapeutics, Inc. - Common Stock",1,,,,,,,,-0.73,,,,0.0,0.81,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
806,-,30.02,us,DRS,"Leonardo DRS, Inc. - Common Stock",42.67,42.67,"Leonardo DRS, Inc. - Common Stock",1,,,,,,,,39.25,,2.55,,0.0,4.11,113.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
807,-,27.12,us,DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,12.58,12.58,Alpha Tau Medical Ltd. - Ordinary Shares,1,,,,,,,,-19.98,,,,0.0,16.38,11.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
808,-,27.12,us,DRUG,Bright Minds Biosciences Inc. - common stock,70.20,70.20,Bright Minds Biosciences Inc. - common stock,1,,,,,,,,-34.96,,,,0.0,3.11,6.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
809,-,30.02,us,DRVN,Driven Brands Holdings Inc. - Common Stock,13.94,13.94,Driven Brands Holdings Inc. - Common Stock,1,,,,,,,,12.43,,8.05,,0.0,2.89,23.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
810,-,27.12,us,DSC,DSC Holdings Ltd. - American Depositary Shares,5.52,5.52,DSC Holdings Ltd. - American Depositary Shares,1,,,,,,,,-20.44,,,,0.0,2.75,2.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
811,-,27.12,us,DSGN,"Design Therapeutics, Inc. - Common Stock",14.47,14.47,"Design Therapeutics, Inc. - Common Stock",1,,,,,,,,-12.96,,,,0.0,4.14,9.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
812,-,30.02,us,DSGR,"Distribution Solutions Group, Inc. - Common Stock",27.35,27.35,"Distribution Solutions Group, Inc. - Common Stock",1,,,,,,,,231.14,,0.43,,0.0,1.95,12.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
813,-,30.02,us,DSGX,The Descartes Systems Group Inc. - Common Stock,69.24,69.24,The Descartes Systems Group Inc. - Common Stock,1,,,,,,,,33.71,,2.97,,0.0,3.64,59.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
814,-,30.02,us,DSP,Viant Technology Inc. - common stock,12.66,12.66,Viant Technology Inc. - common stock,1,,,,,,,,91.30,,1.10,,0.0,9.73,8.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
815,-,30.02,us,DSWL,"Deswell Industries, Inc. - Common Shares",3.90,3.90,"Deswell Industries, Inc. - Common Shares",1,,,,,,,,5.85,,17.09,,0.0,0.57,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
816,-,27.12,us,DSY,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,2.68,2.68,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,1,,,,,,,,-0.35,,,,0.0,3.59,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
817,-,27.12,us,DTCX,"Datacentrex, Inc. - Common Stock",1.78,1.78,"Datacentrex, Inc. - Common Stock",1,,,,,,,,-4.82,,,,0.0,0.87,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
818,-,27.12,us,DTI,Drilling Tools International Corporation  - Common Stock,1.93,1.93,Drilling Tools International Corporation  - Common Stock,1,,,,,,,,-18.67,,,,0.0,0.56,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
819,-,27.12,us,DTIL,"Precision BioSciences, Inc. - Common Stock",7.86,7.86,"Precision BioSciences, Inc. - Common Stock",1,,,,,,,,-4.65,,,,0.0,2.66,2.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
820,-,27.12,us,DTSS,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,0.76,0.76,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,1,,,,,,,,-2.91,,,,0.0,2.28,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
821,-,30.02,us,DTST,Data Storage Corporation - Common Stock,3.45,3.45,Data Storage Corporation - Common Stock,1,,,,,,,,0.40,,250.00,,0.0,0.69,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
822,-,27.12,us,DUKR,DUKE Robotics Corp. - Common Stock,5.76,5.76,DUKE Robotics Corp. - Common Stock,1,,,,,,,,-10.42,,,,0.0,-34.26,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
823,-,27.12,us,DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,0.66,0.66,Fangdd Network Group Ltd. - Class A Ordinary Shares,1,,,,,,,,-2.10,,,,0.0,0.31,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
824,-,30.02,us,DUOL,"Duolingo, Inc. - Class A Common Stock",115.02,115.02,"Duolingo, Inc. - Class A Common Stock",1,,,,,,,,12.69,,7.88,,0.0,3.85,53.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
825,-,27.12,us,DUOT,"Duos Technologies Group, Inc. - Common Stock",12.00,12.00,"Duos Technologies Group, Inc. - Common Stock",1,,,,,,,,-33.51,,,,0.0,3.53,3.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
826,-,27.12,us,DVLT,Datavault AI Inc. - Common Stock,0.35,0.35,Datavault AI Inc. - Common Stock,1,,,,,,,,-2.44,,,,0.0,1.36,3.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
827,-,30.02,us,DWSN,Dawson Geophysical Company - Common Stock,5.94,5.94,Dawson Geophysical Company - Common Stock,1,,,,,,,,39.01,,2.56,,0.0,7.91,1.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
828,-,27.12,us,DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",1.61,1.61,"Dogwood Therapeutics, Inc.  - Common Stock",1,,,,,,,,-1.91,,,,0.0,0.67,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
829,-,30.02,us,DXCM,"DexCom, Inc. - Common Stock",67.35,67.35,"DexCom, Inc. - Common Stock",1,,,,,,,,27.93,,3.58,,0.0,8.79,259.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
830,-,27.12,us,DXLG,"Destination XL Group, Inc. - Common Stock",0.67,0.67,"Destination XL Group, Inc. - Common Stock",1,,,,,,,,-0.93,,,,0.0,0.36,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
831,-,30.02,us,DXPE,"DXP Enterprises, Inc. - Common Stock",168.74,168.74,"DXP Enterprises, Inc. - Common Stock",1,,,,,,,,29.71,,3.37,,0.0,5.11,26.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
832,-,27.12,us,DXST,Decent Holding Inc. - Class A Ordinary Shares,2.07,2.07,Decent Holding Inc. - Class A Ordinary Shares,1,,,,,,,,-11.66,,,,0.0,0.49,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
833,-,27.12,us,DYAI,"Dyadic International, Inc. - Common Stock",0.90,0.90,"Dyadic International, Inc. - Common Stock",1,,,,,,,,-4.48,,,,0.0,-80.07,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
834,-,27.12,us,DYN,"Dyne Therapeutics, Inc. - Common Stock",22.21,22.21,"Dyne Therapeutics, Inc. - Common Stock",1,,,,,,,,-8.13,,,,0.0,4.24,36.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
835,-,27.12,us,DYNC,Dynamix Corporation - Class A Ordinary Share,10.79,10.79,Dynamix Corporation - Class A Ordinary Share,1,,,,,,,,-75.39,,,,0.0,1.52,2.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
836,-,27.12,us,DYOR,Insight Digital Partners II - Class A Ordinary Shares,10.04,10.04,Insight Digital Partners II - Class A Ordinary Shares,1,,,,,,,,,,,,0.0,1.36,2.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
837,-,30.02,us,EA,Electronic Arts Inc. - Common Stock,205.04,205.04,Electronic Arts Inc. - Common Stock,1,,,,,,,,57.96,,1.73,,0.0,7.60,514.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
838,-,30.02,us,EBAY,eBay Inc. - Common Stock,111.75,111.75,eBay Inc. - Common Stock,1,,,,,,,,24.27,,4.12,,0.0,11.25,496.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
839,-,30.02,us,EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",23.93,23.93,"Eagle Bancorp Montana, Inc. - Common Stock",1,,,,,,,,12.23,,8.18,,0.0,0.99,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
840,-,27.12,us,EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,2.18,2.18,Ebang International Holdings Inc. - Class A Ordinary Shares,1,,,,,,,,-1.01,,,,0.0,0.06,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
841,-,30.02,us,ECBK,"ECB Bancorp, Inc. - Common Stock",20.08,20.08,"ECB Bancorp, Inc. - Common Stock",1,,,,,,,,18.32,,5.46,,0.0,1.00,1.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
842,-,27.12,us,ECHO,EchoStar Corporation - Common stock,101.50,101.50,EchoStar Corporation - Common stock,1,,,,,,,,-2.04,,,,0.0,5.22,294.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
843,-,27.12,us,ECOR,"electroCore, Inc. - Common Stock",8.64,8.64,"electroCore, Inc. - Common Stock",1,,,,,,,,-4.66,,,,0.0,-12.60,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
844,-,30.02,us,ECPG,Encore Capital Group Inc - Common Stock,93.29,93.29,Encore Capital Group Inc - Common Stock,1,,,,,,,,6.75,,14.81,,0.0,1.93,20.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
845,-,27.12,us,ECX,ECARX Holdings Inc. - Class A Ordinary shares,1.29,1.29,ECARX Holdings Inc. - Class A Ordinary shares,1,,,,,,,,-9.71,,,,0.0,-1.90,4.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
846,-,27.12,us,EDBL,Edible Garden AG Incorporated - Common Stock,0.19,0.19,Edible Garden AG Incorporated - Common Stock,1,,,,,,,,-0.06,,,,0.0,0.12,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
847,-,27.12,us,EDHL,Everbright Digital Holding Limited - Ordinary Shares,4.01,4.01,Everbright Digital Holding Limited - Ordinary Shares,1,,,,,,,,-6.42,,,,0.0,3.38,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
848,-,27.12,us,EDIT,"Editas Medicine, Inc. - Common Stock",3.24,3.24,"Editas Medicine, Inc. - Common Stock",1,,,,,,,,-4.56,,,,0.0,112.80,5.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
849,-,27.12,us,EDRY,EuroDry Ltd. - Common Shares,21.89,21.89,EuroDry Ltd. - Common Shares,1,,,,,,,,-205.90,,,,0.0,0.67,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
850,-,27.12,us,EDSA,"Edesa Biotech, Inc. - Common Shares",8.13,8.13,"Edesa Biotech, Inc. - Common Shares",1,,,,,,,,-6.92,,,,0.0,7.09,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
851,-,27.12,us,EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,0.98,0.98,Skillful Craftsman Education Technology Limited - Ordinary Share,1,,,,,,,,-2.77,,,,0.0,1.22,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
852,-,30.02,us,EDUC,Educational Development Corporation - Common Stock,1.51,1.51,Educational Development Corporation - Common Stock,1,,,,,,,,5.53,,18.08,,0.0,0.30,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
853,-,30.02,us,EEFT,"Euronet Worldwide, Inc. - Common Stock",73.19,73.19,"Euronet Worldwide, Inc. - Common Stock",1,,,,,,,,9.03,,11.07,,0.0,2.30,27.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
854,-,27.12,us,EEIQ,EpicQuest Education Group International Limited - Common Stock,3.03,3.03,EpicQuest Education Group International Limited - Common Stock,1,,,,,,,,-0.99,,,,0.0,0.69,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
855,-,27.12,us,EFOI,"Energy Focus, Inc. - Common Stock",3.30,3.30,"Energy Focus, Inc. - Common Stock",1,,,,,,,,-23.14,,,,0.0,5.24,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
856,-,30.02,us,EGAN,eGain Corporation - Common Stock,6.30,6.30,eGain Corporation - Common Stock,1,,,,,,,,4.50,,22.22,,0.0,1.89,1.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
857,-,27.12,us,EGBN,"Eagle Bancorp, Inc. - Common Stock",28.39,28.39,"Eagle Bancorp, Inc. - Common Stock",1,,,,,,,,-6.93,,,,0.0,0.76,8.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
858,-,30.02,us,EGHT,8x8 Inc - Common stock,1.71,1.71,8x8 Inc - Common stock,1,,,,,,,,147.12,,0.68,,0.0,1.65,2.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
859,-,27.12,us,EH,EHang Holdings Limited - ADS,6.55,6.55,EHang Holdings Limited - ADS,1,,,,,,,,-10.66,,,,0.0,3.51,5.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
860,-,27.12,us,EHGO,Eshallgo Inc. - Class A Ordinary Shares,1.30,1.30,Eshallgo Inc. - Class A Ordinary Shares,1,,,,,,,,-0.19,,,,0.0,0.27,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
861,-,30.02,us,EHLD,Euroholdings Ltd. - Common Stock,8.42,8.42,Euroholdings Ltd. - Common Stock,1,,,,,,,,3.92,,25.51,,0.0,1.07,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
862,-,30.02,us,EHTH,"eHealth, Inc. - Common Stock",1.49,1.49,"eHealth, Inc. - Common Stock",1,,,,,,,,1.42,,70.42,,0.0,0.05,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
863,-,27.12,us,EIKN,"Eikon Therapeutics, Inc. - Common Stock",13.05,13.05,"Eikon Therapeutics, Inc. - Common Stock",1,,,,,,,,-2.08,,,,0.0,1.28,7.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
864,-,30.02,us,EJH,E-Home Household Service Holdings Limited - Ordinary shares,1.64,1.64,E-Home Household Service Holdings Limited - Ordinary shares,1,,,,,,,,4.56,,21.93,,0.0,0.02,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
865,-,27.12,us,ELAB,PMGC Holdings Inc. - Common Stock,1.21,1.21,PMGC Holdings Inc. - Common Stock,1,,,,,,,,-0.50,,,,0.0,0.44,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
866,-,27.12,us,ELBM,Electra Battery Materials Corporation - Common Stock,0.60,0.60,Electra Battery Materials Corporation - Common Stock,1,,,,,,,,-0.94,,,,0.0,1.07,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
867,-,27.12,us,ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",3.94,3.94,"Eledon Pharmaceuticals, Inc. - Common Stock",1,,,,,,,,-3.89,,,,0.0,3.03,3.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
868,-,27.12,us,ELE,Elemental Royalty Corporation - Common Stock,17.46,17.46,Elemental Royalty Corporation - Common Stock,1,,,,,,,,-1983.86,,,,0.0,1.50,11.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
869,-,30.02,us,ELMT,The Elmet Group Co. - Common Stock,19.74,19.74,The Elmet Group Co. - Common Stock,1,,,,,,,,208.82,,0.48,,0.0,9.70,5.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
870,-,30.02,us,ELOG,Eastern International Ltd. - Ordinary Shares,0.85,0.85,Eastern International Ltd. - Ordinary Shares,1,,,,,,,,6.00,,16.67,,0.0,0.69,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
871,-,27.12,us,ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",13.88,13.88,"Eloxx Pharmaceuticals, Inc. - Common Stock",1,,,,,,,,-8.91,,,,0.0,-9.45,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
872,-,27.12,us,ELPW,Elong Power Holding Limited - Class A Ordinary Shares,0.98,0.98,Elong Power Holding Limited - Class A Ordinary Shares,1,,,,,,,,-1.17,,,,0.0,-0.29,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
873,-,30.02,us,ELSE,"Electro-Sensors, Inc. - Common Stock",7.66,7.66,"Electro-Sensors, Inc. - Common Stock",1,,,,,,,,106.53,,0.94,,0.0,1.82,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
874,-,27.12,us,ELTK,Eltek Ltd. - Ordinary Shares,9.50,9.50,Eltek Ltd. - Ordinary Shares,1,,,,,,,,-21.08,,,,0.0,1.44,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
875,-,27.12,us,ELTX,"Elicio Therapeutics, Inc. - Common Stock",3.91,3.91,"Elicio Therapeutics, Inc. - Common Stock",1,,,,,,,,-1.86,,,,0.0,-51.93,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
876,-,30.02,us,ELUT,"Elutia, Inc. - Class A Common Stock",0.98,0.98,"Elutia, Inc. - Class A Common Stock",1,,,,,,,,0.87,,114.94,,0.0,1.92,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
877,-,30.02,us,ELVA,Electrovaya Inc. - Common Shares,10.50,10.50,Electrovaya Inc. - Common Shares,1,,,,,,,,103.74,,0.96,,0.0,8.28,5.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
878,-,27.12,us,ELVN,"Enliven Therapeutics, Inc.  - Common Stock",50.75,50.75,"Enliven Therapeutics, Inc.  - Common Stock",1,,,,,,,,-35.88,,,,0.0,7.82,35.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
