rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
72,-,18.11,us,AEVA,"Aeva Technologies, Inc. - Common Stock",28.72,28.72,"Aeva Technologies, Inc. - Common Stock",0,-38.0,-136.5,-3463.2,-1.4,,0.80,32.6,-13.33,,,,0.0,-156.31,19.4,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
73,-,38.94,us,AEYE,"AudioEye, Inc. - Common Stock",5.81,5.81,"AudioEye, Inc. - Common Stock",0,-49.2,79.4,-12.1,27.6,,-0.64,68.3,-19.50,,,,0.0,22.83,0.7,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
74,-,40.02,us,AFBI,"Affinity Bancshares, Inc. - Common Stock",22.60,22.60,"Affinity Bancshares, Inc. - Common Stock",0,5.4,,,0.0,-5.2,1.05,85.1,15.68,,6.38,,0.0,1.06,1.4,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
75,-,28.03,us,AFCG,Advanced Flower Capital Inc. - Common Stock,3.10,3.10,Advanced Flower Capital Inc. - Common Stock,1,,,,,,,49.9,-5.48,,,,0.0,0.39,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
76,-,48.54,us,AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",30.30,30.30,"Aimei Health Technology Co., Ltd - Ordinary Share",0,-1902.9,,,1389.1,,-0.26,2.0,104.22,0.08,0.96,399.9,125.3,11.86,1.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
77,-,31.05,us,AFRI,Forafric Global PLC - Ordinary Shares,10.08,10.08,Forafric Global PLC - Ordinary Shares,0,,9.5,-4.2,33.7,,-2.63,97.8,-18.25,,,,0.0,-31.28,2.7,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
78,-,16.34,us,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",81.55,81.55,"Affirm Holdings, Inc. - Class A Common Stock",0,-37.9,,-157.2,-39.3,,-0.01,71.3,71.42,,1.40,,0.0,7.22,273.1,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
79,-,30.02,us,AFYA,Afya Limited - Class A Common Shares,14.84,14.84,Afya Limited - Class A Common Shares,1,,,,,,,,9.25,,10.81,,0.0,1.49,13.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
80,-,40.44,us,AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,15.14,15.14,Agencia Comercial Spirits Ltd - Class A Ordinary Share,0,,41.0,27.0,,,-1.15,51.4,926.38,,0.11,,0.0,57.21,5.6,OCF/净利<0.8; ROE<15.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
81,-,30.02,us,AGEN,Agenus Inc. - Common Stock,3.06,3.06,Agenus Inc. - Common Stock,1,,,,,,,,1.97,,50.76,,0.0,-0.58,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
82,-,21.02,us,AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",37.11,37.11,"Agios Pharmaceuticals, Inc. - Common Stock",1,-29.4,,-1312.6,-51.9,,0.84,7.3,-5.22,,,,0.0,1.99,22.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
83,-,27.12,us,AGMB,AgomAb Therapeutics NV - ADRs representing one common share.,12.98,12.98,AgomAb Therapeutics NV - ADRs representing one common share.,1,,,,,,,,-8.72,,,,0.0,4.17,6.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
84,-,30.02,us,AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,1.19,1.19,AGM Group Holdings Inc. - Class A Ordinary Shares,1,,,,,,,,0.27,,370.37,,0.0,0.12,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
85,-,13.77,us,AGNT,"AGNT, Inc. - Common Stock",5.41,5.41,"AGNT, Inc. - Common Stock",0,-4.0,7.5,-0.2,-158.1,,-23.31,47.6,-52.95,,,,0.0,3.47,8.9,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
86,-,22.01,us,AGPU,Axe Compute Inc. - Common Stock,7.58,7.58,Axe Compute Inc. - Common Stock,0,-84.3,,,9.4,,,104.1,-0.34,,,,0.0,2.04,0.8,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
87,-,30.02,us,AGRZ,Agroz Inc. - Ordinary Shares,0.34,0.34,Agroz Inc. - Ordinary Shares,1,,,,,,,,4.00,,25.00,,0.0,1.94,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
88,-,67.62,us,AGYS,"Agilysys, Inc. - Common Stock",104.50,104.50,"Agilysys, Inc. - Common Stock",1,16.5,61.0,7.4,125.1,,2.36,,75.88,0.61,1.32,49.5,672.8,9.01,29.4,净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
89,-,14.03,us,AHCO,AdaptHealth Corp.  - Common Stock,10.42,10.42,AdaptHealth Corp.  - Common Stock,0,-44.8,,-21.2,-1079.4,,-0.71,64.8,-17.80,,,,0.0,0.94,14.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
90,-,45.65,us,AHG,Akso Health Group - American Depositary Shares,1.49,1.49,Akso Health Group - American Depositary Shares,1,-1.8,,,91.9,,2.39,2.5,-9.41,,,,0.0,6.44,12.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
91,-,26.82,us,AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,1.70,1.70,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,0,,18.8,7.6,,,-0.05,36.2,41.31,,2.42,,0.0,4.05,0.5,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
92,-,27.12,us,AIAI,AIAI Holdings Corporation - Class A common stock,13.91,13.91,AIAI Holdings Corporation - Class A common stock,1,,,,,,,,-163.79,,,,0.0,-452.52,10.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
93,-,27.12,us,AIBZ,Bitzero Holdings Inc. - Common Shares,6.84,6.84,Bitzero Holdings Inc. - Common Shares,1,,,,,,,,,,,,0.0,15.19,3.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
94,-,20.18,us,AIDX,"20/20 Biolabs, Inc. - Common Stock",0.55,0.55,"20/20 Biolabs, Inc. - Common Stock",0,,20.6,-316.8,,,0.47,58.0,-1.31,,,,0.0,2.44,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
95,-,20.76,us,AIFA,"All In FutureTech Alliance, Inc. - Common Stock",2.23,2.23,"All In FutureTech Alliance, Inc. - Common Stock",0,-21.5,,,-387.8,,0.58,31.2,-0.43,,,,0.0,0.48,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
96,-,39.55,us,AIFF,"Firefly Neuroscience, Inc.  - Common Stock",1.21,1.21,"Firefly Neuroscience, Inc.  - Common Stock",0,988.2,100.0,-9685.2,-301.8,,0.59,108.2,-2.11,,,,0.0,2.24,0.2,负债率≥70.0%; OCF/净利<0.8; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
97,-,13.54,us,AIFU,AIFU Inc. - Class A Ordinary Share,45.50,45.50,AIFU Inc. - Class A Ordinary Share,0,-155.9,,-408.8,-622.0,,0.01,69.2,-0.87,,,,0.0,4.13,2.8,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
98,-,13.2,us,AIHS,Senmiao Technology Limited - Common Stock,1.33,1.33,Senmiao Technology Limited - Common Stock,0,-138.7,21.6,-85.6,-17.8,,-0.00,56.5,-1.15,,,,0.0,-1.05,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
99,-,11.43,us,AIIO,Robo.ai Inc. - Class B Ordinary Shares,4.38,4.38,Robo.ai Inc. - Class B Ordinary Shares,0,-24632.7,-31.3,-710.6,-456.1,,0.52,260.5,-4.37,,,,0.0,-6.54,7.3,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
100,-,30.02,us,AIIR,Air Global PLC - Ordinary shares,6.66,6.66,Air Global PLC - Ordinary shares,1,,,,,,,,281.64,,0.36,,0.0,3.81,10.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
101,-,13.93,us,AIMD,"Ainos, Inc. - Common Stock",1.94,1.94,"Ainos, Inc. - Common Stock",0,-50.3,-153.7,-71702.3,-7.9,,0.39,46.2,-1.19,,,,0.0,2.91,0.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
102,-,24.75,us,AIOS,AIOS Tech Inc. - Class A Common Shares,12.36,12.36,AIOS Tech Inc. - Class A Common Shares,1,8.7,0.9,4.5,-0.2,,2.02,22.2,-0.18,,,,0.0,8.57,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
103,-,36.72,us,AIOT,"PowerFleet, Inc. - Common Stock",3.83,3.83,"PowerFleet, Inc. - Common Stock",0,-12.6,47.8,-5.0,47.1,,-0.18,58.2,-25.01,,,,0.0,1.08,5.1,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
104,-,25.35,us,AIP,"Arteris, Inc.  - Common Stock",48.59,48.59,"Arteris, Inc.  - Common Stock",0,-127.8,89.7,-58.3,8.8,,0.02,101.1,-64.87,,,,0.0,865.88,22.4,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
105,-,22.25,us,AIRE,reAlpha Tech Corp. - Common Stock,1.93,1.93,reAlpha Tech Corp. - Common Stock,0,-198.2,68.1,-2743.8,-377.2,,0.23,86.9,-0.54,,,,0.0,1.11,0.1,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
106,-,37.32,us,AIRG,"Airgain, Inc. - Common Stock",6.30,6.30,"Airgain, Inc. - Common Stock",0,-24.4,40.9,-14.3,30.1,,0.41,36.1,-11.78,,,,0.0,2.85,0.8,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
107,-,36.44,us,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,5.54,5.54,AirJoule Technologies Corporation - Class A Common Stock,0,-58328.3,,,1995.5,,-0.11,31.8,-5.44,,,,6.2,1.66,4.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%
108,-,34.17,us,AIRO,"AIRO Group Holdings, Inc. - Common Stock",7.39,7.39,"AIRO Group Holdings, Inc. - Common Stock",0,,67.1,-44.5,,,-0.56,21.7,-13.22,,,,0.0,0.32,2.3,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
109,-,30.71,us,AIRS,"AirSculpt Technologies, Inc. - Common Stock",4.50,4.50,"AirSculpt Technologies, Inc. - Common Stock",0,-5.1,,-2.2,71.1,,-5.65,63.3,-28.30,,,,0.0,3.17,3.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
110,-,41.84,us,AIRT,"Air T, Inc. - Common Stock",26.50,26.50,"Air T, Inc. - Common Stock",0,-81.8,,-2.4,44.5,,-2.52,89.4,0.92,0.02,108.70,1452.3,0.0,0.90,0.7,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 未打0.3%折
111,-,37.7,us,AISP,"Airship AI Holdings, Inc - Class A Common Stock",2.39,2.39,"Airship AI Holdings, Inc - Class A Common Stock",0,444.7,45.7,-249.3,-451.0,,0.11,486.8,16.82,,5.95,,0.0,-11.43,0.8,负债率≥70.0%; OCF/净利<0.8; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
112,-,41.4,us,AIXC,"AIxCrypto Holdings, Inc. - Common Stock",1.18,1.18,"AIxCrypto Holdings, Inc. - Common Stock",1,,,,53.3,,1.01,,-1.17,,,,0.0,1.09,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
113,-,33.02,us,AIXI,XIAO-I Corporation - American Depositary Shares,1.84,1.84,XIAO-I Corporation - American Depositary Shares,0,310.1,,,-348.6,,0.60,118.4,-0.02,,,,0.0,-0.02,0.0,负债率≥70.0%; OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
114,-,47.87,us,AKAM,"Akamai Technologies, Inc. - Common Stock",118.21,118.21,"Akamai Technologies, Inc. - Common Stock",1,12.3,,,4.6,-0.6,2.46,53.0,39.49,,2.53,,0.0,3.50,171.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
115,-,27.12,us,AKAN,Akanda Corp. - Common Shares,13.71,13.71,Akanda Corp. - Common Shares,1,,,,,,,,-0.16,,,,0.0,-0.69,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
116,-,13.45,us,AKBA,"Akebia Therapeutics, Inc. - Common Stock",1.14,1.14,"Akebia Therapeutics, Inc. - Common Stock",0,-992.8,,-26.7,0.0,,0.45,122.3,-14.91,,,,0.0,11.17,3.1,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
117,-,27.12,us,AKTS,"Aktis Oncology, Inc. - Common stock",32.23,32.23,"Aktis Oncology, Inc. - Common stock",1,,,,,,,,-26.56,,,,0.0,3.52,17.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
118,-,18.43,us,AKTX,Akari Therapeutics Plc - American Depositary Shares,10.24,10.24,Akari Therapeutics Plc - American Depositary Shares,0,-2534.1,,,-97.8,,0.63,56.0,-0.58,,,,0.0,1.12,0.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
119,-,62.84,us,ALAB,"Astera Labs, Inc. - Common Stock",483.02,483.02,"Astera Labs, Inc. - Common Stock",0,42.0,68.9,-22.7,55.0,,0.48,8.5,309.36,5.63,0.32,5.3,0.0,55.42,827.9,OCF/净利<0.8; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
120,-,30.02,us,ALAR,Alarum Technologies Ltd. - American Depositary Shares,8.04,8.04,Alarum Technologies Ltd. - American Depositary Shares,1,,,,,,,,50.85,,1.97,,0.0,1.75,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
121,-,35.28,us,ALBT,Avalon GloboCare Corp. - Common Stock,0.29,0.29,Avalon GloboCare Corp. - Common Stock,1,-109.2,,,52.7,,,66.2,-0.17,,,,0.0,0.30,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
122,-,37.08,us,ALCO,"Alico, Inc. - Common Stock",41.37,41.37,"Alico, Inc. - Common Stock",0,2.8,-120.9,14.9,280.0,-33.5,-4.37,35.7,-16.25,,,,0.0,3.00,3.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
123,-,22.37,us,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",2.13,2.13,"Aldeyra Therapeutics, Inc. - Common Stock",0,-41.2,,,-48.8,,0.77,32.1,-4.69,,,,0.0,3.05,1.3,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
124,-,27.15,us,ALEC,"Alector, Inc. - Common Stock",2.01,2.01,"Alector, Inc. - Common Stock",0,-54.8,,-118.4,10.7,,1.93,72.9,-1.78,,,,0.0,21.49,2.2,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
125,B,54.45,us,ALGM,"Allegro MicroSystems, Inc. - Common Stock",69.62,69.62,"Allegro MicroSystems, Inc. - Common Stock",2,17.9,56.1,19.2,56.9,71.8,1.03,26.1,-870.70,,,,230.8,13.59,129.7,PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
126,-,59.74,us,ALGN,"Align Technology, Inc. - Common Stock",168.66,168.66,"Align Technology, Inc. - Common Stock",1,12.3,70.1,11.5,23.1,-37.0,1.77,38.0,28.10,,3.56,,0.0,2.91,120.8,ROE<15.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
127,-,14.49,us,ALGS,"Aligos Therapeutics, Inc. - Common stock",5.77,5.77,"Aligos Therapeutics, Inc. - Common stock",0,-133.9,,-3633.6,-49.6,,0.62,141.3,-0.40,,,,0.0,1.12,0.4,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
128,-,39.12,us,ALGT,Allegiant Travel Company - Common Stock,117.60,117.60,Allegiant Travel Company - Common Stock,1,9.6,,5.1,4617.0,,3.60,68.8,-63.17,,,,61.5,1.98,21.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%
129,-,18.54,us,ALHC,"Alignment Healthcare, Inc. - Common Stock",23.81,23.81,"Alignment Healthcare, Inc. - Common Stock",0,-115.3,,,1.0,,0.40,87.1,248.53,242.92,0.40,0.0,0.0,23.79,49.2,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
130,-,77.51,us,ALKS,Alkermes plc - Ordinary Shares,52.40,52.40,Alkermes plc - Ordinary Shares,1,33.0,,21.4,324.8,,1.13,28.7,57.18,0.18,1.75,170.4,81.8,4.99,87.3,毛利<30.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
131,-,25.21,us,ALKT,"Alkami Technology, Inc. - Common Stock",18.12,18.12,"Alkami Technology, Inc. - Common Stock",0,-18.5,54.4,-23.8,-7.4,,0.28,18.4,-38.94,,,,0.0,5.23,19.4,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
132,-,33.89,us,ALLO,"Allogene Therapeutics, Inc. - Common Stock",2.08,2.08,"Allogene Therapeutics, Inc. - Common Stock",0,-43.7,,-1170863.6,21.3,,0.78,23.1,-4.13,,,,0.0,2.57,7.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
133,-,36.51,us,ALLR,"Allarity Therapeutics, Inc. - Common stock",1.29,1.29,"Allarity Therapeutics, Inc. - Common stock",0,1711.9,,,-106.0,,0.71,47.9,-1.82,,,,0.0,2.97,0.2,OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
134,-,25.55,us,ALLT,Allot Ltd. - Ordinary Shares,8.85,8.85,Allot Ltd. - Ordinary Shares,0,-55.1,56.6,-67.4,-96.1,,0.47,,72.40,,1.38,,0.0,3.75,4.3,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
135,-,27.12,us,ALM,Almonty Industries Inc. - Common Shares,16.56,16.56,Almonty Industries Inc. - Common Shares,1,,,,,,,,-48.30,,,,0.0,18.34,47.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
136,-,27.12,us,ALMR,"Alamar Biosciences, Inc. - Class A common stock",27.09,27.09,"Alamar Biosciences, Inc. - Class A common stock",1,,,,,,,,-43.18,,,,0.0,32.98,18.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
137,-,37.75,us,ALMS,Alumis Inc. - Common Stock,28.14,28.14,Alumis Inc. - Common Stock,1,110.1,,-1223.4,-89.8,,0.87,23.7,-15.11,,,,0.0,6.33,35.9,毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
138,-,27.47,us,ALMU,"Aeluma, Inc. - Common Stock",22.08,22.08,"Aeluma, Inc. - Common Stock",0,-81.4,,-496.4,15.2,,0.76,40.8,-67.32,,,,0.0,10.08,4.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
139,-,31.5,us,ALNT,Allient Inc. - Common Stock,102.93,102.93,Allient Inc. - Common Stock,1,,31.7,,,,,54.0,73.40,,1.36,,0.0,5.72,17.5,ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
