rank,status,basic_status,enhanced_status,final_action,code,name,stock_code,stock_name,price,premium_rt,double_low,rating,remaining_scale,remaining_years,change_pct,maturity_date,convert_price,convert_value,stock_price,pb,turnover,risk_reasons,enhanced_reasons,maturity_redeem_price,maturity_yield_est,call_gap_pct,put_gap_pct,down_revision_gap_pct,has_conditional_resale,source
202,剔除,剔除,增强排除,排除,123173,恒锋转债,300605,恒锋信息,128.841,83.85,212.691,BBB+,2.3305449973222805,2.5,0.42,2028-12-30 00:00:00,13.77,70.0799,9.65,3.65,300269748.0,评级低于AA-,评级低于AA-,,-8.95,85.49,0.1,-17.55,True,eastmoney_datacenter+quote_board
203,观察,观察,增强观察,观察,123263,鼎捷转债,300378,鼎捷数智,145.499,67.84,213.339,AA,8.275410002817889,5.457,1.67,2031-12-15 00:00:00,43.42,86.6882,37.64,4.47,1204063880.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-4.47,49.97,19.26,1.99,True,eastmoney_datacenter+quote_board
204,剔除,剔除,增强排除,排除,113656,嘉诚转债,603535,嘉诚国际,117.746,95.93,213.676,A+,7.998722003295229,2.171,1.6,2028-09-01 00:00:00,10.35,60.0966,6.22,1.28,941817521.0,评级低于AA-,评级低于AA-,115.0,-1.07,116.4,-16.56,-29.3,True,eastmoney_datacenter+quote_board
205,剔除,剔除,增强排除,排除,123138,丝路转债,300556,丝路视觉,124.903,88.81,213.713,A-,2.3933720006725214,1.67,0.63,2028-03-02 00:00:00,26.53,66.1515,17.55,5.31,298939343.0,评级低于AA-,评级低于AA-,115.0,-4.75,96.52,-5.81,-22.17,True,eastmoney_datacenter+quote_board
206,剔除,剔除,增强排除,排除,118052,浩瀚转债,688292,浩瀚深度,136.353,77.41,213.763,A+,3.54186000308024,4.698,-0.03,2031-03-13 00:00:00,24.2,76.8595,18.6,3.05,482943237.0,评级低于AA-,评级低于AA-,115.0,-3.33,69.14,8.92,-9.58,True,eastmoney_datacenter+quote_board
207,剔除,剔除,增强排除,排除,123187,超达转债,301186,超达装备,199.5,14.41,213.91,A,2.24184,2.76,-5.67,2029-04-04 00:00:00,21.77,174.3684,37.96,2.69,447247080.0,评级低于AA-,评级低于AA-,115.0,-15.35,-25.45,59.85,105.14,True,eastmoney_datacenter+quote_board
208,观察,观察,增强观察,观察,113648,巨星转债,603477,巨星农牧,120.497,93.89,214.387,AA-,8.997360000663916,1.818,2.46,2028-04-25 00:00:00,24.86,62.148,15.45,2.95,1084154888.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-4.79,109.19,-12.62,-26.88,True,eastmoney_datacenter+quote_board
209,观察,观察,增强观察,观察,113655,欧22转债,603833,欧派家居,118.704,95.71,214.414,AA,19.999059997978165,2.097,1.59,2028-08-05 00:00:00,51.54,60.6519,31.26,1.07,2373968418.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-2.69,114.33,-15.42,-28.64,True,eastmoney_datacenter+quote_board
210,剔除,剔除,增强排除,排除,123091,长海转债,300196,长海股份,202.0,13.49,215.49,AA,5.481554,0.479,-6.05,2026-12-23 00:00:00,14.99,177.9853,26.68,2.33,1107273908.0,剩余期限<0.5年,剩余期限<0.5年,111.0,-94.05,-26.95,60.68,109.39,True,eastmoney_datacenter+quote_board
211,观察,观察,增强观察,观察,127112,尚太转债,001301,尚太科技,163.997,51.68,215.677,AA+,17.339999999999996,5.544,-1.01,2032-01-16 00:00:00,84.72,108.1209,91.6,3.42,2843707980.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,107.0,-6.27,20.24,35.26,27.2,True,eastmoney_datacenter+quote_board
212,观察,观察,增强观察,观察,113671,武进转债,603878,武进不锈,126.088,89.98,216.068,AA,3.0930200019034326,3.025,0.63,2029-07-10 00:00:00,7.88,66.3706,5.23,1.15,389992706.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-4.22,95.79,-5.54,-21.92,True,eastmoney_datacenter+quote_board
213,剔除,剔除,增强排除,排除,113625,江山转债,603208,江山欧派,114.887,104.24,219.127,A,5.825310000261125,0.945,0.36,2027-06-11 00:00:00,19.84,56.25,11.16,1.94,669252390.0,评级低于AA-,评级低于AA-,118.0,2.87,131.09,-24.46,-33.82,True,eastmoney_datacenter+quote_board
214,观察,观察,增强观察,观察,123193,海能转债,300787,海能实业,124.777,95.17,219.947,AA-,5.997433998252883,2.784,0.26,2029-04-13 00:00:00,14.5,63.931,9.27,1.97,748341822.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-2.81,103.34,-9.49,-24.79,True,eastmoney_datacenter+quote_board
215,观察,观察,增强观察,观察,123192,科思转债,300856,科思股份,123.868,96.64,220.508,AA-,7.186754997255143,2.784,1.01,2029-04-13 00:00:00,17.32,62.9908,10.91,1.92,890208968.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-2.57,106.42,-11.09,-25.89,True,eastmoney_datacenter+quote_board
216,剔除,剔除,增强排除,排除,127056,中特转债,000708,中信特钢,118.413,102.12,220.533,AAA,49.99621200374959,1.654,0.56,2028-02-25 00:00:00,21.78,58.5859,12.76,1.52,5920201452.0,存在未来赎回/摘牌执行日,存在未来赎回/摘牌执行日,106.0,-6.34,121.87,-19.51,-31.08,True,eastmoney_datacenter+quote_board
217,观察,观察,增强观察,观察,127113,长高转债,002452,长高电气,170.49,50.63,221.12,AA-,7.586006997477858,5.689,-0.52,2032-03-09 00:00:00,10.92,113.1868,12.36,2.82,1293338333.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-6.24,14.89,38.19,33.16,True,eastmoney_datacenter+quote_board
218,观察,观察,增强观察,观察,123269,金杨转债,301210,金杨精密,165.951,55.18,221.131,AA-,9.8,5.804,1.31,2032-04-20 00:00:00,28.24,106.9405,30.2,2.6,1626319800.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-5.81,21.56,34.54,25.81,True,eastmoney_datacenter+quote_board
219,观察,观察,增强观察,观察,123262,神宇转债,300563,神宇股份,139.698,81.47,221.168,AA-,4.99938200260562,5.446,-0.43,2031-12-11 00:00:00,38.62,76.9808,29.73,4.85,698403667.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-3.9,68.89,9.08,-9.43,True,eastmoney_datacenter+quote_board
220,观察,观察,增强观察,观察,118065,艾为转债,688798,艾为电子,155.503,65.78,221.283,AA+,19.013200002572297,5.561,0.63,2032-01-22 00:00:00,79.4,93.8035,74.48,4.18,2956609640.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,108.0,-5.49,38.59,25.38,10.36,True,eastmoney_datacenter+quote_board
221,观察,观察,增强观察,观察,123264,双乐转债,301036,双乐股份,124.3,97.66,221.96,AA-,8.000000000000002,5.487,1.32,2031-12-26 00:00:00,36.4,62.8846,22.89,1.41,994400000.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-2.1,106.73,-11.31,-26.02,True,eastmoney_datacenter+quote_board
222,观察,观察,增强观察,观察,113634,珀莱转债,603605,珀莱雅,124.635,97.5,222.135,AA,7.507269996389457,1.437,1.09,2027-12-08 00:00:00,95.46,63.105,60.24,3.75,935668596.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-5.38,106.01,-10.92,-25.76,True,eastmoney_datacenter+quote_board
223,观察,观察,增强观察,观察,118042,奥维转债,688516,奥特维,129.974,92.36,222.334,AA-,11.39917999753797,3.11,-0.72,2029-08-10 00:00:00,83.62,67.5676,56.5,5.19,1481597021.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-3.7,92.41,-3.59,-20.51,True,eastmoney_datacenter+quote_board
224,观察,观察,增强观察,观察,123211,阳谷转债,300121,阳谷华泰,201.397,22.54,223.937,AA-,3.0698330014846293,3.072,12.64,2029-07-27 00:00:00,9.2,164.3478,15.12,1.89,618255157.0,价格>130；双低值>150,价格>130；双低值>150,,-16.39,-20.9,57.41,93.35,True,eastmoney_datacenter+quote_board
225,剔除,剔除,增强排除,排除,123243,严牌转债,301081,严牌股份,215.7,8.38,224.08,A+,2.607222999536393,4.025,2.71,2030-07-10 00:00:00,7.22,199.0305,14.37,2.99,562378001.0,评级低于AA-,评级低于AA-,114.0,-11.71,-34.66,64.86,134.15,True,eastmoney_datacenter+quote_board
226,剔除,剔除,增强排除,排除,127060,湘佳转债,002982,湘佳股份,115.596,109.39,224.986,A+,6.398894996366656,1.802,1.91,2028-04-19 00:00:00,21.03,55.2068,11.61,1.47,739686666.0,评级低于AA-,评级低于AA-,110.0,-2.69,135.49,-26.79,-35.05,True,eastmoney_datacenter+quote_board
227,观察,观察,增强观察,观察,127085,韵达转债,002120,韵达股份,121.498,103.62,225.118,AA+,24.498807000938285,2.779,1.41,2029-04-11 00:00:00,11.53,59.6704,6.88,0.96,2976556053.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,108.0,-4.0,117.88,-17.3,-29.8,True,eastmoney_datacenter+quote_board
228,观察,观察,增强观察,观察,123168,惠云转债,300891,惠云钛业,124.745,101.17,225.915,AA-,4.899099001964007,2.398,1.61,2028-11-23 00:00:00,10.74,62.0112,6.66,2.21,611138105.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-3.26,109.61,-12.91,-27.05,True,eastmoney_datacenter+quote_board
229,观察,观察,增强观察,观察,118053,正帆转债,688596,正帆科技,224.528,2.92,227.448,AA,10.410380001603365,4.712,3.08,2031-03-18 00:00:00,38.35,218.1486,83.66,6.84,2337421801.0,价格>130；双低值>150,价格>130；双低值>150,112.0,-10.64,-40.4,67.91,156.65,True,eastmoney_datacenter+quote_board
230,观察,观察,增强观察,观察,113673,岱美转债,603730,岱美股份,200.874,27.02,227.894,AA,9.078390000696954,3.047,3.63,2029-07-18 00:00:00,7.12,158.1461,11.26,5.45,1823612513.0,价格>130；双低值>150,价格>130；双低值>150,112.0,-14.52,-17.76,55.77,86.05,True,eastmoney_datacenter+quote_board
231,观察,观察,增强观察,观察,127053,豪美转债,002988,豪美新材,183.8,44.87,228.67,AA-,2.5749870021762784,1.566,-0.84,2028-01-24 00:00:00,17.23,126.8717,21.86,2.03,473282611.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,118.0,-22.86,2.47,44.83,49.26,True,eastmoney_datacenter+quote_board
232,观察,观察,增强观察,观察,113682,益丰转债,603939,益丰药房,124.052,104.95,229.002,AA,17.972320002902006,3.674,0.77,2030-03-04 00:00:00,31.44,60.528,19.03,2.02,2229502241.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-3.08,114.77,-15.66,-28.79,True,eastmoney_datacenter+quote_board
233,观察,观察,增强观察,观察,118066,统联转债,688210,统联精密,135.699,93.71,229.409,AA-,5.759999999999999,5.67,-0.76,2032-03-02 00:00:00,56.2,70.0534,39.37,5.0,781626240.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-3.34,85.57,0.08,-17.58,True,eastmoney_datacenter+quote_board
234,观察,观察,增强观察,观察,127109,电化转债,002125,湘潭电化,192.2,38.33,230.53,AA,4.865845,4.958,3.11,2031-06-16 00:00:00,9.99,138.9389,13.88,2.62,935215409.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-8.63,-6.41,49.64,63.46,True,eastmoney_datacenter+quote_board
235,观察,观察,增强观察,观察,123266,博士转债,300622,博士眼镜,134.2,97.32,231.52,AA,3.7500000000000004,5.714,0.97,2032-03-18 00:00:00,21.54,68.013,14.65,5.28,503250000.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,112.0,-2.9,91.13,-2.94,-19.98,True,eastmoney_datacenter+quote_board
236,剔除,剔除,增强排除,排除,118067,上26转债,688533,上声电子,132.517,99.52,232.037,A+,3.248500003773101,5.714,0.7,2032-03-18 00:00:00,32.25,66.4186,21.42,2.06,430481475.0,评级低于AA-,评级低于AA-,113.0,-2.58,95.75,-5.42,-21.86,True,eastmoney_datacenter+quote_board
237,观察,观察,增强观察,观察,123113,仙乐转债,300791,仙乐健康,113.26,119.99,233.25,AA-,10.248192998410737,0.799,0.27,2027-04-19 00:00:00,31.66,51.4845,16.3,1.82,1160710339.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,113.0,-0.29,152.52,-35.95,-39.43,True,eastmoney_datacenter+quote_board
238,剔除,剔除,增强排除,排除,123265,耐普转02,300818,耐普矿机,129.999,103.77,233.769,A+,4.5,5.544,0.31,2032-01-16 00:00:00,29.5,63.7966,18.82,2.3,584995500.0,评级低于AA-,评级低于AA-,114.0,-2.22,103.77,-9.72,-24.95,True,eastmoney_datacenter+quote_board
239,剔除,剔除,增强排除,排除,123195,蓝晓转02,300487,蓝晓科技,181.98,53.02,235.0,A+,5.458307000769316,2.795,20.0,2029-04-17 00:00:00,59.38,118.9289,70.62,8.24,993302708.0,评级低于AA-,评级低于AA-,115.0,-13.17,9.3,41.14,39.92,True,eastmoney_datacenter+quote_board
240,剔除,剔除,增强排除,排除,118011,银微转债,688689,银河微电,239.487,-4.05,235.437,A+,4.134839999665952,2.01,19.94,2028-07-04 00:00:00,31.05,249.5974,77.5,7.62,990240427.0,评级低于AA-,评级低于AA-,115.0,-25.86,-47.91,71.95,193.64,True,eastmoney_datacenter+quote_board
241,剔除,剔除,增强排除,排除,123196,正元转02,300645,正元智慧,121.95,116.0,237.95,A+,3.5014900041000407,2.798,0.97,2029-04-18 00:00:00,21.91,56.4582,12.37,1.67,427006706.0,评级低于AA-,评级低于AA-,115.0,-2.04,130.23,-24.01,-33.58,True,eastmoney_datacenter+quote_board
242,观察,观察,增强观察,观察,111009,盛泰转债,605138,盛泰集团,119.959,118.5,238.459,AA,7.010450003751282,2.355,0.99,2028-11-07 00:00:00,10.51,54.9001,5.77,1.29,840966572.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-3.53,136.74,-27.56,-35.41,True,eastmoney_datacenter+quote_board
243,观察,观察,增强观察,观察,113679,芯能转债,603105,芯能科技,120.876,117.65,238.526,AA-,8.798510001985505,3.321,0.98,2029-10-26 00:00:00,12.55,55.5378,6.97,1.7,1063528695.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-1.46,134.15,-26.11,-34.66,True,eastmoney_datacenter+quote_board
244,剔除,剔除,增强排除,排除,127098,欧晶转债,001269,欧晶科技,119.532,119.61,239.142,A+,4.6926229963524415,3.4,1.63,2029-11-24 00:00:00,42.0,54.4286,22.86,6.53,560918612.0,评级低于AA-,评级低于AA-,112.0,-1.85,138.85,-28.61,-35.97,True,eastmoney_datacenter+quote_board
245,观察,观察,增强观察,观察,127088,赫达转债,002810,山东赫达,205.21,34.03,239.24,AA-,5.996065001705569,3.006,1.59,2029-07-03 00:00:00,16.76,153.1026,25.66,4.03,1230452499.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-14.62,-15.08,54.29,80.12,True,eastmoney_datacenter+quote_board
246,观察,观察,增强观察,观察,113650,博22转债,603916,苏博特,125.287,114.21,239.497,AA-,7.99555000119725,2.001,-0.26,2028-07-01 00:00:00,23.03,58.4889,13.47,1.36,1001738473.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-4.1,122.27,-19.67,-31.19,True,eastmoney_datacenter+quote_board
247,观察,观察,增强观察,观察,113699,金25转债,603979,金诚信,163.633,77.08,240.713,AA,19.997829997616616,5.238,-0.23,2031-09-26 00:00:00,63.46,92.4047,58.64,3.2,3272304916.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,112.0,-6.02,40.69,24.25,8.71,True,eastmoney_datacenter+quote_board
248,观察,观察,增强观察,观察,123259,锦浪转02,300763,锦浪科技,182.0,59.57,241.57,AA,16.763399,5.295,-2.67,2031-10-17 00:00:00,72.35,114.0567,82.52,3.66,3050938618.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-7.47,13.98,38.62,34.18,True,eastmoney_datacenter+quote_board
249,剔除,剔除,增强排除,排除,123260,卓镁转债,301398,星源卓镁,141.036,102.73,243.766,A+,4.49939599818486,5.352,1.06,2031-11-07 00:00:00,52.15,69.5686,36.28,3.74,634576814.0,评级低于AA-,评级低于AA-,114.0,-3.58,86.88,-0.63,-18.15,True,eastmoney_datacenter+quote_board
250,剔除,剔除,增强排除,排除,123229,艾录转债,301062,上海艾录,127.162,116.65,243.812,A,1.779468001446973,3.313,0.84,2029-10-23 00:00:00,9.95,58.6935,5.84,1.9,226280710.0,评级低于AA-；剩余规模<2亿,评级低于AA-；剩余规模<2亿,115.0,-2.89,121.58,-19.35,-30.95,True,eastmoney_datacenter+quote_board
251,观察,观察,增强观察,观察,113700,海天转债,603759,海天股份,124.092,120.06,244.152,AA,8.01,5.599,0.05,2032-02-05 00:00:00,12.52,56.3898,7.06,1.14,993976920.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-2.03,130.59,-24.08,-33.66,True,eastmoney_datacenter+quote_board
252,观察,观察,增强观察,观察,118022,锂科转债,688779,五矿新能,117.828,126.73,244.558,AA,32.49784000407374,2.281,0.28,2028-10-11 00:00:00,15.49,51.969,8.05,2.21,3829155492.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-2.91,150.19,-34.66,-38.86,True,eastmoney_datacenter+quote_board
253,观察,观察,增强观察,观察,123247,万凯转债,301216,万凯新材,232.3,16.51,248.81,AA,19.642582001721912,4.126,3.16,2030-08-16 00:00:00,11.3,199.3805,22.53,2.0,4562971799.0,价格>130；双低值>150,价格>130；双低值>150,110.0,-12.76,-34.8,64.89,134.57,True,eastmoney_datacenter+quote_board
254,观察,观察,增强观察,观察,111024,澳弘转债,605058,澳弘电子,174.71,74.61,249.32,AA-,5.799601001659893,5.446,-4.53,2031-12-11 00:00:00,33.54,100.0596,33.56,2.75,1013248291.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,112.0,-6.59,29.92,30.04,17.72,True,eastmoney_datacenter+quote_board
255,观察,观察,增强观察,观察,113666,爱玛转债,603529,爱玛科技,121.189,128.23,249.419,AA,19.994969997276982,2.65,0.43,2029-02-23 00:00:00,36.95,53.0988,19.62,1.81,2423170419.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-3.48,144.85,-31.86,-37.53,True,eastmoney_datacenter+quote_board
256,观察,观察,增强观察,观察,127044,蒙娜转债,002918,蒙娜丽莎,119.581,130.53,250.111,AA-,3.368497002032095,1.125,0.11,2027-08-16 00:00:00,19.76,51.8725,10.25,1.31,402808240.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-5.64,150.63,-34.93,-38.97,True,eastmoney_datacenter+quote_board
257,观察,观察,增强观察,观察,113693,志邦转债,603801,志邦家居,117.752,133.2,250.952,AA,6.69980999898091,4.712,1.47,2031-03-18 00:00:00,11.13,50.4942,5.62,0.82,788916027.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-1.4,157.47,-38.61,-40.6,True,eastmoney_datacenter+quote_board
258,观察,观察,增强观察,观察,118063,金05转债,688676,金盘科技,171.973,80.47,252.443,AA+,16.714999999999996,5.484,-0.31,2031-12-25 00:00:00,88.6,95.2935,84.43,7.99,2874528695.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,108.0,-6.78,36.42,26.54,12.11,True,eastmoney_datacenter+quote_board
259,剔除,剔除,增强排除,排除,123207,冠中转债,300948,冠中生态,250.903,2.88,253.783,A-,1.4573240017058384,3.055,-2.0,2029-07-21 00:00:00,10.44,243.8697,25.46,4.21,365646964.0,评级低于AA-；剩余规模<2亿,评级低于AA-；剩余规模<2亿,115.0,-17.73,-46.7,71.29,186.91,True,eastmoney_datacenter+quote_board
260,观察,观察,增强观察,观察,127062,垒知转债,002398,垒知集团,119.999,136.53,256.529,AA-,3.9574400036666977,1.807,-0.14,2028-04-21 00:00:00,7.51,50.7324,3.81,0.74,474888843.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-2.31,156.17,-38.06,-40.31,True,eastmoney_datacenter+quote_board
261,观察,观察,增强观察,观察,123271,通合转债,300491,通合科技,188.5,72.01,260.51,AA,5.21932700265252,5.922,-3.7,2032-06-02 00:00:00,33.18,109.5841,36.36,5.35,983843140.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-6.58,18.62,36.11,28.92,True,eastmoney_datacenter+quote_board
262,观察,观察,增强观察,观察,127055,精装转债,002989,中天精装,233.07,27.45,260.52,AA-,2.0812179988844557,1.645,-3.13,2028-02-22 00:00:00,18.5,182.8649,33.83,4.89,485069479.0,价格>130；双低值>150,价格>130；双低值>150,115.0,-30.8,-28.91,61.72,115.14,True,eastmoney_datacenter+quote_board
263,观察,观察,增强观察,观察,113638,台21转债,603055,台华新材,119.868,141.39,261.258,AA,5.9972799996663,1.495,0.25,2027-12-29 00:00:00,16.01,49.6565,7.95,1.35,718881959.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-4.39,161.76,-41.01,-41.58,True,eastmoney_datacenter+quote_board
264,观察,观察,增强观察,观察,127068,顺博转债,002996,顺博合金,128.104,133.98,262.084,AA-,8.299634000499593,2.116,1.49,2028-08-12 00:00:00,11.16,54.7491,6.11,1.26,1063216314.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,108.0,-7.42,137.48,-27.82,-35.59,True,eastmoney_datacenter+quote_board
265,剔除,剔除,增强排除,排除,118018,瑞科转债,688323,瑞华泰,261.941,7.04,268.981,A,0.08923299903413365,0.014,0.0,2026-07-06 00:00:00,21.0,244.7143,51.39,8.14,23373781.0,评级低于AA-；剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,评级低于AA-；剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,110.0,-4143.27,-46.88,71.4,187.9,True,eastmoney_datacenter+quote_board
266,观察,观察,增强观察,观察,111014,李子转债,605337,李子园,118.991,156.35,275.341,AA,5.999270003613718,2.971,0.49,2029-06-20 00:00:00,18.14,46.4168,8.42,2.08,713859137.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-1.98,180.05,-50.83,-45.39,True,eastmoney_datacenter+quote_board
267,观察,观察,增强观察,观察,118060,瑞可转债,688800,瑞可达,238.605,36.78,275.385,AA-,9.998910999350391,5.372,-5.66,2031-11-14 00:00:00,52.6,174.4487,91.76,11.29,2385790159.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,112.0,-9.88,-25.48,59.87,105.23,True,eastmoney_datacenter+quote_board
268,观察,观察,增强观察,观察,118068,迪威转债,688377,迪威尔,164.649,111.19,275.839,AA-,9.077049997266913,5.927,4.67,2032-06-04 00:00:00,32.49,77.9624,25.33,3.16,1494527205.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-5.6,66.76,10.23,-8.28,True,eastmoney_datacenter+quote_board
269,观察,观察,增强观察,观察,123180,浙矿转债,300837,浙矿股份,126.0,150.79,276.79,AA-,3.196743,2.689,0.8,2029-03-09 00:00:00,47.59,50.2416,23.91,1.69,402789618.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-3.25,158.76,-39.31,-40.89,True,eastmoney_datacenter+quote_board
270,观察,观察,增强观察,观察,127092,运机转债,001288,运机集团,253.001,25.45,278.451,AA-,5.249735001047427,3.225,-1.17,2029-09-21 00:00:00,11.91,201.6793,24.02,2.45,1328188205.0,价格>130；双低值>150,价格>130；双低值>150,116.0,-16.79,-35.55,65.28,137.27,True,eastmoney_datacenter+quote_board
271,剔除,剔除,增强排除,排除,123090,三诺转债,300298,三诺生物,112.025,168.92,280.945,AA,4.983773996875698,0.474,0.05,2026-12-21 00:00:00,34.52,41.657,14.38,2.69,558307282.0,剩余期限<0.5年,剩余期限<0.5年,112.0,-0.05,212.1,-68.01,-50.99,True,eastmoney_datacenter+quote_board
272,剔除,剔除,增强排除,排除,118061,茂莱转债,688502,茂莱光学,247.063,34.28,281.343,A+,5.622273998939542,5.391,-6.36,2031-11-21 00:00:00,364.15,183.9901,670.0,30.02,1389055881.0,评级低于AA-,评级低于AA-,113.0,-10.07,-29.34,61.95,116.46,True,eastmoney_datacenter+quote_board
273,观察,观察,增强观察,观察,123117,健帆转债,300529,健帆生物,113.008,168.78,281.788,AA,9.998301996318844,0.977,0.91,2027-06-23 00:00:00,38.15,42.0446,16.04,4.03,1129888112.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-2.72,209.23,-66.52,-50.54,True,eastmoney_datacenter+quote_board
274,观察,观察,增强观察,观察,113049,长汽转债,601633,长城汽车,107.313,179.18,286.493,AAA,34.950389999347706,0.942,0.18,2027-06-10 00:00:00,39.18,38.438,15.06,1.46,3750631202.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,107.0,-0.31,238.18,-82.14,-54.78,True,eastmoney_datacenter+quote_board
275,观察,观察,增强观察,观察,118059,颀中转债,688352,颀中科技,242.651,45.23,287.881,AA+,8.498741999826912,5.342,-5.41,2031-11-03 00:00:00,13.7,167.0803,22.89,4.72,2062228245.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,108.0,-10.39,-22.19,58.1,96.57,True,eastmoney_datacenter+quote_board
276,剔除,剔除,增强排除,排除,110074,精达转债,600577,精达股份,290.177,-0.21,289.967,AA,2.356043001340561,0.134,-3.8,2026-08-19 00:00:00,3.26,290.7976,9.48,3.33,683669490.0,剩余期限<0.5年,剩余期限<0.5年,112.0,-458.23,-55.27,75.95,242.11,True,eastmoney_datacenter+quote_board
277,观察,观察,增强观察,观察,123272,中汽转债,301215,中汽股份,188.74,109.36,298.1,AA+,10.3904,5.947,19.99,2032-06-11 00:00:00,5.99,90.1503,5.4,2.47,1961084096.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,108.0,-7.19,44.26,22.41,6.06,True,eastmoney_datacenter+quote_board
278,剔除,剔除,增强排除,排除,113701,祥和转债,603500,祥和实业,183.825,116.35,300.175,A+,4.0,5.673,-6.78,2032-03-03 00:00:00,13.37,84.9663,11.36,3.76,735300000.0,评级低于AA-,评级低于AA-,114.0,-6.7,52.99,17.61,-0.04,True,eastmoney_datacenter+quote_board
279,剔除,剔除,增强排除,排除,123131,奥飞转债,300738,奥飞数据,276.022,29.15,305.172,A+,3.1592640006955968,1.424,4.67,2027-12-03 00:00:00,10.06,213.7177,21.5,5.52,872026368.0,评级低于AA-,评级低于AA-,115.0,-40.97,-39.16,67.26,151.43,True,eastmoney_datacenter+quote_board
280,观察,观察,增强观察,观察,113697,应流转债,603308,应流股份,271.194,34.76,305.954,AA+,14.99573500151183,5.218,2.36,2031-09-19 00:00:00,30.47,201.2471,61.32,8.19,4066753358.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,109.0,-11.46,-35.4,65.22,136.76,True,eastmoney_datacenter+quote_board
281,观察,观察,增强观察,观察,123213,天源转债,301127,武汉天源,306.0,4.89,310.89,AA-,3.259841,3.075,-0.84,2029-07-28 00:00:00,7.14,291.7367,20.83,4.15,997511346.0,价格>130；双低值>150,价格>130；双低值>150,112.0,-20.62,-55.45,76.0,243.22,True,eastmoney_datacenter+quote_board
